STATION,DATE,LATITUDE,LONGITUDE,AIR_TEMP,SST_MM
NORDSTJE,1876-08-02T05:00:00,39.33,-67.63,72.5,0
NORDSTJE,1876-08-02T08:00:00,39.23,-67.16,74.8,0
NORDSTJE,1876-08-02T12:00:00,39.13,-66.68,72.5,0
NORDSTJE,1876-08-02T16:00:00,39.03,-66.2,72.1,0
NORDSTJE,1876-08-02T20:00:00,38.87,-65.79,72.5,0
NORDSTJE,1876-08-03T00:00:00,38.71,-65.37,72.5,0
NORDSTJE,1876-08-03T04:00:00,38.55,-64.96,73.6,0
NORDSTJE,1876-08-03T08:00:00,38.39,-64.55,73.2,0
NORDSTJE,1876-08-03T12:00:00,38.23,-64.13,72.5,0
NORDSTJE,1876-08-03T16:00:00,38.07,-63.72,72.5,0
NORDSTJE,1876-08-03T20:00:00,37.95,-63.31,74.8,0
NORDSTJE,1876-08-04T00:00:00,37.84,-62.9,72.5,0
NORDSTJE,1876-08-04T04:00:00,37.73,-62.49,72.5,0
NORDSTJE,1876-08-04T08:00:00,37.61,-62.07,70.3,0
NORDSTJE,1876-08-04T12:00:00,37.5,-61.66,71.4,0
NORDSTJE,1876-08-04T16:00:00,37.38,-61.25,72.5,0
NORDSTJE,1876-08-04T20:00:00,37.3,-60.88,72.5,0
NORDSTJE,1876-08-05T00:00:00,37.23,-60.52,74.8,0
NORDSTJE,1876-08-05T04:00:00,37.16,-60.15,73.6,0
NORDSTJE,1876-08-05T08:00:00,37.08,-59.78,73.2,0
NORDSTJE,1876-08-05T12:00:00,37.01,-59.42,73.6,0
Lightning,1880-12-11T07:00:00,37.79,-72.3,,0
Lightning,1880-12-11T09:00:00,37.69,-71.99,,0
Lightning,1880-12-11T11:00:00,37.6,-71.67,,0
Lightning,1880-12-11T13:00:00,37.5,-71.36,,0
Lightning,1880-12-11T15:00:00,37.41,-71.05,,0
Lightning,1880-12-11T17:00:00,37.32,-70.73,,0
Lightning,1880-12-11T19:00:00,37.21,-70.47,52,0
Lightning,1880-12-11T21:00:00,37.11,-70.21,54,0
Lightning,1880-12-11T23:00:00,37.01,-69.94,55.9,0
Lightning,1880-12-12T01:00:00,36.92,-69.72,54,0
Lightning,1880-12-12T03:00:00,36.8,-69.42,55,0
Lightning,1880-12-12T05:00:00,36.7,-69.15,54,0
Lightning,1880-12-12T07:00:00,36.42,-69.04,53.1,0
Lightning,1880-12-12T09:00:00,36.36,-68.85,53.1,0
Lightning,1880-12-12T11:00:00,36.31,-68.65,53.1,0
Lightning,1880-12-12T13:00:00,36.3,-68.45,53.1,0
Lightning,1880-12-12T15:00:00,36.29,-68.2,55.9,0
Lightning,1880-12-12T17:00:00,36.28,-67.95,55.9,0
Lightning,1880-12-12T19:00:00,36.25,-67.7,60.1,0
Lightning,1880-12-12T21:00:00,36.23,-67.5,59,0
Lightning,1880-12-12T23:00:00,36.21,-67.32,59,0
Lightning,1880-12-13T01:00:00,36.2,-67.21,57.9,0
Lightning,1880-12-13T03:00:00,36.19,-67.13,57.9,0
Lightning,1880-12-13T05:00:00,36.17,-66.97,57.9,0
Lightning,1880-12-13T06:00:00,36.18,-67.13,57.9,0
Lightning,1880-12-13T08:00:00,36.15,-66.81,57.9,0
Lightning,1880-12-13T10:00:00,36.12,-66.44,59,0
Lightning,1880-12-13T12:00:00,36.09,-66.07,61,0
Lightning,1880-12-13T14:00:00,36.05,-65.7,63,0
Lightning,1880-12-13T16:00:00,36.02,-65.33,64,0
Lightning,1880-12-13T18:00:00,35.98,-64.92,66,0
Lightning,1880-12-13T20:00:00,35.94,-64.51,64.9,0
Lightning,1880-12-13T22:00:00,35.9,-64.11,64,0
Lightning,1880-12-14T00:00:00,35.87,-63.74,64,0
Lightning,1880-12-14T02:00:00,35.84,-63.41,64,0
Lightning,1880-12-14T04:00:00,35.81,-63.08,64,0
Lightning,1880-12-14T06:00:00,35.77,-63.12,64,0
Lightning,1880-12-14T08:00:00,35.75,-62.95,64,0
Lightning,1880-12-14T10:00:00,35.75,-62.87,63,0
Lightning,1880-12-14T12:00:00,35.75,-62.87,64,0
Lightning,1880-12-14T14:00:00,35.74,-62.79,66.9,0
Lightning,1880-12-14T16:00:00,35.73,-62.67,69.1,0
Lightning,1880-12-14T18:00:00,35.7,-62.26,69.1,0
Lightning,1880-12-14T20:00:00,35.65,-61.44,68,0
Lightning,1880-12-14T22:00:00,35.59,-60.7,66.9,0
Lightning,1880-12-15T06:00:00,35.48,-61.95,66.9,0
Lightning,1880-12-15T08:00:00,35.45,-61.3,66,0
Lightning,1880-12-15T10:00:00,35.43,-60.73,66,0
Lightning,1880-12-15T12:00:00,35.4,-60.16,66,0
Lightning,1880-12-15T00:00:00,35.54,-59.97,68,0
Lightning,1880-12-15T02:00:00,35.49,-59.23,68,0
Lightning,1880-12-15T14:00:00,35.38,-59.59,66.9,0
NIAGARA,1860-04-16T17:00:00,24.53,-80.08,80.1,
NIAGARA,1860-04-17T09:00:00,24.4,-81.81,,
NIAGARA,1860-04-17T18:00:00,24.33,-82.67,80.1,
NIAGARA,1860-04-18T02:00:00,24.82,-83.33,,
NIAGARA,1860-04-18T10:00:00,25.31,-84,,
NIAGARA,1860-04-18T18:00:00,25.8,-84.67,78.1,
NIAGARA,1860-04-19T02:00:00,26.42,-85.35,,
NIAGARA,1860-04-19T10:00:00,27.03,-86.03,,
NIAGARA,1860-04-19T15:00:00,27.42,-86.45,80.1,
NIAGARA,1860-04-19T18:00:00,27.49,-86.69,,
NIAGARA,1860-04-20T02:00:00,27.69,-87.32,,
NIAGARA,1860-04-20T10:00:00,27.89,-87.95,,
NIAGARA,1860-04-20T18:00:00,28.08,-88.58,81,
NIAGARA,1860-04-09T17:00:00,26.83,-70.67,73,
NIAGARA,1860-04-10T01:00:00,26.62,-71.39,,
NIAGARA,1860-04-10T09:00:00,26.41,-72.11,,
NIAGARA,1860-04-10T17:00:00,26.2,-72.83,78.1,
NIAGARA,1860-04-11T01:00:00,26.11,-73.32,,
NIAGARA,1860-04-11T09:00:00,26.01,-73.8,,
NIAGARA,1860-04-11T17:00:00,25.92,-74.28,78.1,
NIAGARA,1860-04-12T01:00:00,25.93,-74.44,,
NIAGARA,1860-04-12T09:00:00,25.94,-74.59,,
NIAGARA,1860-04-12T17:00:00,25.95,-74.75,78.1,
NIAGARA,1860-04-13T01:00:00,25.93,-74.98,,
NIAGARA,1860-04-13T09:00:00,25.91,-75.21,,
NIAGARA,1860-04-13T17:00:00,25.88,-75.43,73.9,
NIAGARA,1860-04-14T01:00:00,25.82,-76.01,,
NIAGARA,1860-04-14T09:00:00,25.76,-76.58,,
NIAGARA,1860-04-14T17:00:00,25.7,-77.15,79,
NIAGARA,1860-04-15T01:00:00,25.85,-77.47,,
NIAGARA,1860-04-15T09:00:00,26,-77.78,,
NIAGARA,1860-04-15T17:00:00,26.15,-78.1,80.1,
NIAGARA,1860-04-16T01:00:00,25.61,-78.76,,
NIAGARA,1860-04-16T09:00:00,25.07,-79.42,,
NIAGARA,1860-04-08T09:00:00,29.54,-68.28,,
NIAGARA,1860-04-08T17:00:00,28.83,-68.67,70,
NIAGARA,1860-04-09T01:00:00,28.17,-69.33,,
NIAGARA,1860-04-09T09:00:00,27.5,-70,,
NIAGARA,1860-04-02T17:00:00,38.17,-73,46.9,
NIAGARA,1860-04-03T01:00:00,37.33,-72.81,,
NIAGARA,1860-04-03T09:00:00,36.5,-72.61,,
NIAGARA,1860-04-03T17:00:00,35.67,-72.42,60.1,
NIAGARA,1860-04-04T01:00:00,35.3,-71.47,,
NIAGARA,1860-04-04T09:00:00,34.93,-70.53,,
NIAGARA,1860-04-04T14:00:00,34.7,-69.94,,
NIAGARA,1860-04-04T17:00:00,34.57,-69.58,66.9,
NIAGARA,1860-04-05T01:00:00,34.33,-68.86,,
NIAGARA,1860-04-05T09:00:00,34.09,-68.14,,
NIAGARA,1860-04-05T16:00:00,33.85,-67.42,68,
NIAGARA,1860-04-06T00:00:00,33.59,-67.26,,
NIAGARA,1860-04-06T08:00:00,33.33,-67.09,,
NIAGARA,1860-04-06T16:00:00,33.07,-66.93,70,
NIAGARA,1860-04-07T00:00:00,32.36,-67.12,,
NIAGARA,1860-04-07T08:00:00,31.66,-67.31,,
NIAGARA,1860-04-07T16:00:00,30.95,-67.5,66.9,
NIAGARA,1860-04-08T01:00:00,30.24,-67.89,,
NIAGARA,1860-05-28T10:00:00,27.62,-86.85,,
NIAGARA,1860-05-28T18:00:00,27.62,-86.83,80.1,
NIAGARA,1860-05-29T02:00:00,27.57,-86.41,,
NIAGARA,1860-05-29T10:00:00,27.53,-85.98,,
NIAGARA,1860-05-29T18:00:00,27.48,-85.55,84.9,
NIAGARA,1860-05-30T02:00:00,27.54,-85.37,,
NIAGARA,1860-05-30T10:00:00,27.61,-85.18,,
NIAGARA,1860-05-30T18:00:00,27.67,-85,84.9,
NIAGARA,1860-05-31T02:00:00,27.42,-84.78,,
NIAGARA,1860-05-31T10:00:00,27.17,-84.56,,
NIAGARA,1860-05-31T18:00:00,26.92,-84.33,,
NIAGARA,1860-06-01T02:00:00,26.59,-84.25,,
NIAGARA,1860-06-01T10:00:00,26.27,-84.17,,
NIAGARA,1860-06-01T18:00:00,25.95,-84.08,80.1,
NIAGARA,1860-06-02T02:00:00,25.58,-83.88,,
NIAGARA,1860-06-02T10:00:00,25.21,-83.67,,
NIAGARA,1860-06-02T18:00:00,24.83,-83.47,84.9,
NIAGARA,1860-06-03T02:00:00,24.62,-83.22,,
NIAGARA,1860-06-03T10:00:00,24.41,-82.98,,
NIAGARA,1860-06-03T18:00:00,24.2,-82.73,84.9,
NIAGARA,1860-06-04T02:00:00,24.19,-82.56,,
NIAGARA,1860-06-04T09:00:00,24.19,-82.38,,
NIAGARA,1860-06-04T17:00:00,24.18,-82.2,88,
NIAGARA,1860-06-05T01:00:00,24.22,-81.7,,
NIAGARA,1860-06-05T09:00:00,24.25,-81.2,,
NIAGARA,1860-06-05T17:00:00,24.28,-80.7,86,
NIAGARA,1860-06-06T01:00:00,25.56,-80.25,,
NIAGARA,1860-06-06T09:00:00,26.83,-79.8,,
NIAGARA,1860-06-06T17:00:00,28.1,-79.35,84.9,
NIAGARA,1860-06-07T01:00:00,29.14,-78.91,,
NIAGARA,1860-06-07T09:00:00,30.18,-78.47,,
NIAGARA,1860-06-07T17:00:00,31.22,-78.03,84,
NIAGARA,1860-06-08T01:00:00,31.87,-77.3,,
NIAGARA,1860-06-08T09:00:00,32.53,-76.57,,
NIAGARA,1860-06-08T17:00:00,33.18,-75.83,89.1,
NIAGARA,1860-06-09T01:00:00,33.59,-74.67,,
NIAGARA,1860-06-09T09:00:00,34.01,-73.5,,
NIAGARA,1860-06-09T14:00:00,34.26,-72.77,72,
NIAGARA,1860-06-09T17:00:00,34.42,-72.33,,
NIAGARA,1860-06-10T01:00:00,34.92,-71.22,,
NIAGARA,1860-06-10T09:00:00,35.42,-70.11,,
NIAGARA,1860-06-10T17:00:00,35.92,-69,66,
NIAGARA,1860-06-11T01:00:00,36.07,-67.67,,
NIAGARA,1860-06-11T08:00:00,36.22,-66.33,,
NIAGARA,1860-06-11T16:00:00,36.37,-65,72,
NIAGARA,1860-06-12T00:00:00,36.47,-64.17,,
NIAGARA,1860-06-12T08:00:00,36.57,-63.33,,
NIAGARA,1860-06-12T16:00:00,36.67,-62.5,75,
NIAGARA,1860-06-13T00:00:00,37.01,-61.44,,
NIAGARA,1860-06-13T08:00:00,37.34,-60.39,,
NIAGARA,1860-06-13T16:00:00,37.68,-59.33,72,
NIAGARA,1860-09-14T09:00:00,39.7,-71.2,,
NIAGARA,1860-09-14T17:00:00,39.38,-72,70,
NIAGARA,1860-09-15T01:00:00,39.58,-72.33,,
NIAGARA,1860-09-15T09:00:00,39.78,-72.67,,
NIAGARA,1860-09-15T17:00:00,39.98,-73,71.1,
NIAGARA,1860-09-14T01:00:00,40.02,-70.4,,
NIAGARA,1860-09-10T00:00:00,43.07,-61.11,,
NIAGARA,1860-09-10T08:00:00,42.76,-62.22,,
NIAGARA,1860-09-10T16:00:00,42.45,-63.33,69.1,
NIAGARA,1860-09-11T00:00:00,41.94,-64.19,,
NIAGARA,1860-09-11T08:00:00,41.43,-65.06,,
NIAGARA,1860-09-11T16:00:00,40.92,-65.92,68,
NIAGARA,1860-09-12T00:00:00,40.74,-66.68,,
NIAGARA,1860-09-12T08:00:00,40.57,-67.44,,
NIAGARA,1860-09-12T17:00:00,40.4,-68.2,71.1,
NIAGARA,1860-09-13T01:00:00,40.38,-68.67,,
NIAGARA,1860-09-13T09:00:00,40.36,-69.13,,
NIAGARA,1860-09-13T17:00:00,40.33,-69.6,63,
NIAGARA,1860-09-08T16:00:00,43.68,-59.08,70,
NIAGARA,1860-09-09T00:00:00,43.58,-59.39,,
NIAGARA,1860-09-09T08:00:00,43.48,-59.69,,
NIAGARA,1860-09-09T16:00:00,43.38,-60,70,
NIAGARA,1860-11-08T01:00:00,39.96,-69.44,,
NIAGARA,1860-11-08T09:00:00,39.88,-67.64,,
NIAGARA,1860-11-08T16:00:00,39.8,-65.83,,
NIAGARA,1860-11-09T00:00:00,39.66,-64.39,,
NIAGARA,1860-11-09T08:00:00,39.52,-62.94,,
NIAGARA,1860-11-09T16:00:00,39.38,-61.5,61,
NIAGARA,1860-11-10T00:00:00,39.5,-59.94,,
NIAGARA,1860-11-07T17:00:00,40.03,-71.25,50,
NIAGARA,1861-02-03T08:00:00,39.18,-60.44,,
NIAGARA,1861-02-03T16:00:00,39.78,-61,60.1,
NIAGARA,1861-02-01T08:00:00,38.69,-59.14,,
NIAGARA,1861-02-01T13:00:00,38.78,-59.24,,
NIAGARA,1861-02-01T16:00:00,38.83,-59.3,48,
NIAGARA,1861-02-02T00:00:00,38.57,-59.31,,
NIAGARA,1861-02-02T08:00:00,38.31,-59.32,,
NIAGARA,1861-02-02T13:00:00,38.15,-59.33,,
NIAGARA,1861-02-02T16:00:00,38.05,-59.33,62.1,
NIAGARA,1861-02-02T19:00:00,38.2,-59.54,,
NIAGARA,1861-02-03T00:00:00,38.58,-59.89,,
NIAGARA,1861-02-04T00:00:00,40.03,-61.17,,
NIAGARA,1861-02-04T08:00:00,40.27,-61.33,,
NIAGARA,1861-02-04T13:00:00,40.43,-61.44,,
NIAGARA,1861-02-04T16:00:00,40.52,-61.5,51.1,
NIAGARA,1861-02-04T19:00:00,40.47,-61.65,,
NIAGARA,1861-02-05T00:00:00,40.41,-61.89,,
NIAGARA,1861-02-05T08:00:00,40.29,-62.28,,
NIAGARA,1861-02-05T13:00:00,40.23,-62.52,,
NIAGARA,1861-02-05T16:00:00,40.18,-62.67,44.1,
NIAGARA,1861-02-06T00:00:00,40.34,-63.11,,
NIAGARA,1861-02-06T08:00:00,40.51,-63.56,,
NIAGARA,1861-02-06T16:00:00,40.67,-64,46,
NIAGARA,1861-02-07T00:00:00,41.18,-64.11,,
NIAGARA,1861-02-07T08:00:00,41.69,-64.22,,
NIAGARA,1861-02-07T16:00:00,42.2,-64.33,39.9,
NIAGARA,1861-02-07T19:00:00,42.26,-64.32,,
NIAGARA,1861-02-08T00:00:00,42.36,-64.29,,
NIAGARA,1861-02-08T08:00:00,42.51,-64.24,,
NIAGARA,1861-02-08T13:00:00,42.61,-64.22,,
NIAGARA,1861-02-08T16:00:00,42.67,-64.2,,
NIAGARA,1861-02-09T00:00:00,42.74,-63.83,,
NIAGARA,1861-02-09T08:00:00,42.81,-63.47,,
NIAGARA,1861-02-09T16:00:00,42.88,-63.1,,
NIAGARA,1861-02-10T00:00:00,42.74,-63.17,,
NIAGARA,1861-02-10T08:00:00,42.61,-63.23,,
NIAGARA,1861-02-10T13:00:00,42.52,-63.28,,
NIAGARA,1861-02-10T16:00:00,42.47,-63.3,,
NIAGARA,1861-02-11T00:00:00,42.67,-63.83,,
NIAGARA,1861-02-11T08:00:00,42.87,-64.36,,
NIAGARA,1861-02-11T16:00:00,43.07,-64.88,,
NIAGARA,1861-02-12T00:00:00,43.06,-65.72,,
NIAGARA,1861-02-12T08:00:00,43.04,-66.55,,
NIAGARA,1861-02-12T16:00:00,43.03,-67.38,,
NIAGARA,1861-02-12T20:00:00,43.07,-67.51,,
NIAGARA,1861-02-13T01:00:00,43.12,-67.72,,
NIAGARA,1861-02-13T09:00:00,43.21,-68.05,,
NIAGARA,1861-02-13T17:00:00,43.3,-68.38,,
NIAGARA,1861-02-14T01:00:00,43.1,-68.7,,
NIAGARA,1861-02-14T09:00:00,42.9,-69.02,,
NIAGARA,1861-02-14T17:00:00,42.7,-69.33,,
Cadet,1879-01-27T00:00:00,39.97,-63.26,28,0
Cadet,1879-01-27T02:00:00,39.76,-63.04,28,0
Cadet,1879-01-27T04:00:00,39.55,-62.82,28,0
Cadet,1879-01-27T06:00:00,39.05,-62.7,28,0
Cadet,1879-01-27T08:00:00,38.84,-62.49,28,0
Cadet,1879-01-27T10:00:00,38.63,-62.29,28.9,0
Cadet,1879-01-27T12:00:00,38.44,-62.11,28.9,0
Cadet,1879-01-27T14:00:00,38.26,-61.93,28.9,0
Cadet,1879-01-27T16:00:00,38.08,-61.77,30,0
Cadet,1879-01-27T18:00:00,37.91,-61.6,34,0
Cadet,1879-01-27T20:00:00,37.75,-61.45,36,0
Cadet,1879-01-27T22:00:00,37.62,-61.32,37.9,0
Cadet,1879-01-28T00:00:00,37.52,-61.15,41,0
Cadet,1879-01-28T02:00:00,37.42,-60.98,43,0
Cadet,1879-01-28T04:00:00,37.32,-60.81,43,0
Cadet,1879-01-28T06:00:00,37.47,-59.97,64.9,0
Cadet,1879-01-28T08:00:00,37.28,-59.9,64.9,0
Cadet,1879-01-28T10:00:00,37.18,-59.64,64.9,0
Cadet,1879-01-28T12:00:00,37.09,-59.37,64.9,0
Cadet,1879-01-28T14:00:00,36.99,-59.1,66,0
Cadet,1879-01-25T06:00:00,42.01,-68.36,42.1,0
Cadet,1879-01-25T08:00:00,42,-68.01,42.1,0
Cadet,1879-01-25T10:00:00,41.99,-67.65,42.1,0
Cadet,1879-01-25T12:00:00,41.85,-67.34,41,0
Cadet,1879-01-25T14:00:00,41.73,-67.05,39.9,0
Cadet,1879-01-25T16:00:00,41.6,-66.77,39,0
Cadet,1879-01-25T18:00:00,41.5,-66.54,37.9,0
Cadet,1879-01-25T20:00:00,41.41,-66.32,37.9,0
Cadet,1879-01-25T22:00:00,41.34,-66.17,37,0
Cadet,1879-01-26T00:00:00,41.24,-65.94,36,0
Cadet,1879-01-26T02:00:00,41.1,-65.63,36,0
Cadet,1879-01-26T04:00:00,40.97,-65.33,35.1,0
Cadet,1879-01-26T06:00:00,41.02,-64.97,30,0
Cadet,1879-01-26T08:00:00,40.89,-64.66,26.1,0
Cadet,1879-01-26T10:00:00,40.88,-64.75,26.1,0
Cadet,1879-01-26T12:00:00,40.88,-64.84,26.1,0
Cadet,1879-01-26T14:00:00,40.76,-64.57,26.1,0
Cadet,1879-01-26T16:00:00,40.65,-64.3,27,0
Cadet,1879-01-26T18:00:00,40.52,-63.99,27,0
Cadet,1879-01-26T20:00:00,40.39,-63.69,27,0
Cadet,1879-01-26T22:00:00,40.18,-63.47,27,0
ATALANTA,1869-05-26T04:00:00,19.66,-60.06,80.2,0
ATALANTA,1869-05-26T08:00:00,19.66,-60.46,80.6,0
ATALANTA,1869-05-26T12:00:00,19.65,-60.85,82.4,0
ATALANTA,1869-05-26T16:00:00,19.65,-61.45,85.1,0
ATALANTA,1869-05-26T20:00:00,19.61,-61.73,85.6,0
ATALANTA,1869-05-27T00:00:00,19.57,-62,83.3,0
ATALANTA,1869-05-27T04:00:00,19.54,-62.15,82.4,0
ATALANTA,1869-05-27T08:00:00,19.51,-62.3,79.7,0
ATALANTA,1869-05-27T12:00:00,19.48,-62.45,81.5,0
ATALANTA,1869-05-27T16:00:00,19.45,-62.7,87.8,0
ATALANTA,1869-05-27T20:00:00,19.42,-63,86,0
ATALANTA,1869-05-28T00:00:00,19.4,-63.3,82.4,0
ATALANTA,1869-05-28T04:00:00,19.37,-63.66,80.6,0
ATALANTA,1869-05-28T08:00:00,19.33,-64.02,81.5,0
ATALANTA,1869-05-28T12:00:00,19.3,-64.38,84.2,0
ATALANTA,1869-05-28T16:00:00,19.25,-64.83,87.8,0
ATALANTA,1869-05-28T20:00:00,19.19,-65.08,83.8,0
ATALANTA,1869-05-29T00:00:00,19.13,-65.33,82.4,0
ATALANTA,1869-05-29T04:00:00,19.06,-65.61,80.6,0
ATALANTA,1869-05-29T08:00:00,19,-65.9,81.5,0
ATALANTA,1869-05-29T12:00:00,18.93,-66.18,84.2,0
ATALANTA,1869-05-29T16:00:00,18.97,-66.32,88.2,0
ATALANTA,1869-05-29T20:00:00,18.91,-66.48,83.8,0
ATALANTA,1869-05-30T00:00:00,18.85,-66.63,81.7,0
ATALANTA,1869-05-30T04:00:00,18.89,-66.93,80.6,0
ATALANTA,1869-05-30T08:00:00,18.93,-67.24,81.5,0
ATALANTA,1869-05-30T13:00:00,18.97,-67.55,86,0
ATALANTA,1869-05-30T17:00:00,19,-67.85,86,0
ATALANTA,1869-05-30T21:00:00,19.13,-68.3,83.8,0
ATALANTA,1869-05-31T01:00:00,19.27,-68.75,81.7,0
ATALANTA,1869-05-31T05:00:00,19.5,-69.01,81.5,0
ATALANTA,1869-05-31T09:00:00,19.74,-69.27,81.7,0
ATALANTA,1869-05-31T13:00:00,19.97,-69.53,82,0
ATALANTA,1869-05-31T17:00:00,19.97,-69.9,85.6,0
ATALANTA,1869-05-25T20:00:00,19.67,-59.17,86,0
ATALANTA,1869-05-26T00:00:00,19.67,-59.67,82.4,0
ATALANTA,1869-05-31T21:00:00,20.07,-70.24,82,0
ATALANTA,1869-06-12T10:00:00,19.86,-92,81.5,0
ATALANTA,1869-06-12T14:00:00,19.42,-92.38,84.2,0
ATALANTA,1869-06-12T18:00:00,19.1,-92.65,84.2,0
ATALANTA,1869-06-12T22:00:00,18.89,-92.66,86,0
ATALANTA,1869-06-13T02:00:00,18.67,-92.67,82.4,0
ATALANTA,1869-06-13T06:00:00,18.66,-92.82,81.5,0
ATALANTA,1869-06-13T10:00:00,18.64,-92.97,80.6,0
ATALANTA,1869-06-13T14:00:00,18.63,-93.12,82.4,0
ATALANTA,1869-06-13T18:00:00,18.53,-93.3,,0
ATALANTA,1869-06-13T22:00:00,18.51,-93.33,85.1,0
ATALANTA,1869-06-14T09:00:00,18.47,-93.4,,
ATALANTA,1869-06-02T01:00:00,19.93,-73.87,85.6,0
ATALANTA,1869-06-02T05:00:00,19.75,-74.37,84.2,0
ATALANTA,1869-06-02T09:00:00,19.58,-74.87,83.8,0
ATALANTA,1869-06-02T13:00:00,19.4,-75.37,85.1,0
ATALANTA,1869-06-02T17:00:00,19.5,-75.8,89.6,0
ATALANTA,1869-06-02T21:00:00,19.52,-75.95,87.8,0
ATALANTA,1869-06-03T01:00:00,19.55,-76.1,86,0
ATALANTA,1869-06-03T05:00:00,19.57,-76.29,84.2,0
ATALANTA,1869-06-03T09:00:00,19.58,-76.48,84.2,0
ATALANTA,1869-06-03T13:00:00,19.6,-76.67,84.9,0
ATALANTA,1869-06-03T17:00:00,19.62,-77.09,85.6,0
ATALANTA,1869-06-03T21:00:00,19.62,-77.51,86,0
ATALANTA,1869-06-04T01:00:00,19.62,-77.93,84.7,0
ATALANTA,1869-06-04T05:00:00,19.76,-78.24,82.4,0
ATALANTA,1869-06-04T09:00:00,19.91,-78.54,82,0
ATALANTA,1869-06-11T10:00:00,21.62,-90.32,82,0
ATALANTA,1869-06-11T14:00:00,21.55,-90.82,82.4,0
ATALANTA,1869-06-11T18:00:00,21.27,-90.98,84.2,0
ATALANTA,1869-06-11T22:00:00,21,-91.11,86,0
ATALANTA,1869-06-12T02:00:00,20.73,-91.23,82.4,0
ATALANTA,1869-06-12T06:00:00,20.29,-91.61,82.4,0
ATALANTA,1869-06-05T09:00:00,20.32,-80.2,84.2,0
ATALANTA,1869-06-05T13:00:00,20.42,-80.53,87.8,0
ATALANTA,1869-06-05T17:00:00,20.45,-80.7,,0
ATALANTA,1869-06-05T21:00:00,20.48,-80.87,88.7,0
ATALANTA,1869-06-06T01:00:00,20.5,-81.03,86,0
ATALANTA,1869-06-06T05:00:00,20.58,-81.29,84.2,0
ATALANTA,1869-06-06T09:00:00,20.65,-81.54,82.4,0
ATALANTA,1869-06-06T13:00:00,20.73,-81.8,86,0
ATALANTA,1869-06-06T17:00:00,20.77,-82,89.6,0
ATALANTA,1869-06-06T21:00:00,20.8,-82.18,,0
ATALANTA,1869-06-07T01:00:00,20.83,-82.37,86,0
ATALANTA,1869-06-07T06:00:00,20.9,-82.65,84.2,0
ATALANTA,1869-06-07T10:00:00,20.96,-82.92,86,0
ATALANTA,1869-06-07T14:00:00,21.03,-83.2,79.7,0
ATALANTA,1869-06-07T18:00:00,21.07,-83.48,82.4,0
ATALANTA,1869-06-07T22:00:00,21.13,-83.82,84.2,0
ATALANTA,1869-06-08T02:00:00,21.2,-84.15,83.3,0
ATALANTA,1869-06-08T06:00:00,21.27,-84.45,83.3,0
ATALANTA,1869-06-08T10:00:00,21.35,-84.75,81.5,0
ATALANTA,1869-06-08T14:00:00,21.42,-85.05,88.7,0
ATALANTA,1869-06-08T18:00:00,21.65,-85.33,91.4,0
ATALANTA,1869-06-08T22:00:00,21.74,-85.58,88.7,0
ATALANTA,1869-06-09T02:00:00,21.83,-85.83,85.1,0
ATALANTA,1869-06-09T06:00:00,22.03,-86,83.3,0
ATALANTA,1869-06-09T10:00:00,22.23,-86.16,83.3,0
ATALANTA,1869-06-09T14:00:00,22.43,-86.33,86.7,0
ATALANTA,1869-06-09T18:00:00,22.42,-86.6,91.4,0
ATALANTA,1869-06-09T22:00:00,22.34,-87.04,86.9,0
ATALANTA,1869-06-10T02:00:00,22.25,-87.47,83.3,0
ATALANTA,1869-06-10T06:00:00,22.2,-87.74,83.3,0
ATALANTA,1869-06-10T10:00:00,22.15,-88.01,80.6,0
ATALANTA,1869-06-10T14:00:00,22.1,-88.28,85.6,0
ATALANTA,1869-06-10T18:00:00,22.07,-88.63,89.6,0
ATALANTA,1869-06-10T22:00:00,21.91,-88.98,87.8,0
ATALANTA,1869-06-11T02:00:00,21.75,-89.33,85.1,0
ATALANTA,1869-06-11T06:00:00,21.68,-89.83,81.9,0
ATALANTA,1869-06-01T01:00:00,20.17,-70.57,82,0
ATALANTA,1869-06-01T05:00:00,20.22,-71.3,82,0
ATALANTA,1869-06-01T09:00:00,20.28,-72.02,81.7,0
ATALANTA,1869-06-01T13:00:00,20.33,-72.75,82.4,0
ATALANTA,1869-06-01T17:00:00,20.18,-73.03,89.6,0
ATALANTA,1869-06-01T21:00:00,20.05,-73.45,87.8,0
ATALANTA,1869-06-04T13:00:00,20.05,-78.85,86,0
ATALANTA,1869-06-04T17:00:00,20.08,-79.25,,0
ATALANTA,1869-06-04T21:00:00,20.1,-79.39,86,0
ATALANTA,1869-06-05T01:00:00,20.13,-79.53,85.1,0
ATALANTA,1869-06-05T05:00:00,20.23,-79.86,84.2,0
ATALANTA,1869-07-25T16:00:00,18.47,-93.4,,
ATALANTA,1869-07-26T10:00:00,18.35,-93.78,82,0
ATALANTA,1869-07-26T14:00:00,18.32,-93.87,84.2,0
ATALANTA,1869-07-26T18:00:00,18.37,-94.03,86,0
ATALANTA,1869-07-26T22:00:00,18.38,-93.8,84.2,0
ATALANTA,1869-07-27T02:00:00,18.4,-93.58,83.8,0
ATALANTA,1869-07-27T06:00:00,18.45,-93.55,83.8,0
ATALANTA,1869-07-27T10:00:00,18.5,-93.53,80.6,0
ATALANTA,1869-07-27T14:00:00,18.55,-93.5,84,0
ATALANTA,1869-07-27T18:00:00,18.6,-93.43,86,0
