STATION,DATE,LATITUDE,LONGITUDE,AIR_TEMP,SST_MM
Indiana,1880-03-10T15:00:00,39.83,-71.4,44.1,0
Indiana,1880-03-10T17:00:00,39.62,-71.87,43,0
Indiana,1880-03-10T19:00:00,39.42,-72.29,43,0
Indiana,1880-03-10T21:00:00,39.22,-72.72,43,0
Indiana,1880-03-10T23:00:00,39.02,-73.15,42.1,0
Indiana,1880-03-11T01:00:00,38.83,-73.57,42.1,0
Indiana,1880-03-11T03:00:00,38.85,-74.07,42.1,0
Indiana,1880-03-11T05:00:00,38.86,-74.44,43,0
Indiana,1880-03-19T15:00:00,38.96,-74.74,,
Indiana,1880-03-19T17:00:00,38.82,-74.52,42.1,0
Indiana,1880-03-19T19:00:00,38.78,-74.05,44.1,0
Indiana,1880-03-19T21:00:00,38.74,-73.54,45,0
Indiana,1880-03-19T23:00:00,38.71,-73.11,43,0
Indiana,1880-03-20T01:00:00,38.68,-72.77,44.1,0
Indiana,1880-03-20T03:00:00,38.66,-72.43,44.1,0
Indiana,1880-03-20T05:00:00,38.63,-72.09,44.1,0
Indiana,1880-03-20T07:00:00,38.97,-71.53,45,0
Indiana,1880-03-20T09:00:00,38.96,-71.04,46.9,0
Indiana,1880-03-20T11:00:00,38.96,-70.56,46.9,0
Indiana,1880-03-20T13:00:00,38.95,-70.05,48,0
Indiana,1880-03-10T02:00:00,39.93,-67.68,39.9,0
Indiana,1880-03-10T04:00:00,39.67,-68.13,39.9,0
Indiana,1880-03-20T15:00:00,38.94,-69.62,48.9,0
Indiana,1880-03-20T17:00:00,38.93,-69.15,50,0
Indiana,1880-03-20T19:00:00,38.93,-68.68,50,0
Indiana,1880-03-20T21:00:00,38.92,-68.21,52,0
Indiana,1880-03-20T23:00:00,38.91,-67.67,52,0
Indiana,1880-03-21T01:00:00,38.9,-67.18,48,0
Indiana,1880-03-21T03:00:00,38.89,-66.67,46,0
Indiana,1880-03-21T05:00:00,38.89,-66.17,46,0
Indiana,1880-03-21T06:00:00,39.52,-65.99,46,0
Indiana,1880-03-21T08:00:00,39.54,-65.5,48,0
Indiana,1880-03-21T10:00:00,39.56,-65,45,0
Indiana,1880-03-21T12:00:00,39.59,-64.48,43,0
Indiana,1880-03-21T14:00:00,39.61,-64.01,45,0
Indiana,1880-03-21T16:00:00,39.63,-63.62,41,0
Indiana,1880-03-21T18:00:00,39.58,-63.12,39,0
Indiana,1880-03-21T20:00:00,39.53,-62.63,39.9,0
Indiana,1880-03-21T22:00:00,39.48,-62.14,41,0
Indiana,1880-03-22T00:00:00,39.43,-61.62,42.1,0
Indiana,1880-03-22T02:00:00,39.37,-61.06,39.9,0
Indiana,1880-03-22T04:00:00,39.32,-60.51,41,0
Indiana,1880-03-10T09:00:00,40.47,-70.03,37.9,0
Indiana,1880-03-10T11:00:00,40.25,-70.49,39.9,0
Indiana,1880-03-10T13:00:00,40.04,-70.96,44.1,0
Indiana,1880-03-08T22:00:00,41.52,-60.43,42.1,0
Indiana,1880-03-09T00:00:00,41.36,-60.99,46.9,0
Indiana,1880-03-09T02:00:00,41.21,-61.51,39.9,0
Indiana,1880-03-09T04:00:00,41.06,-62.04,37.9,0
Indiana,1880-03-09T06:00:00,42.07,-62.98,35.1,0
Indiana,1880-03-09T08:00:00,41.95,-63.54,32,0
Indiana,1880-03-09T10:00:00,41.85,-64.05,32,0
Indiana,1880-03-09T12:00:00,41.74,-64.57,30.9,0
Indiana,1880-03-09T14:00:00,41.63,-65.13,30.9,0
Indiana,1880-03-09T16:00:00,41.5,-65.75,30.9,0
Indiana,1880-03-09T18:00:00,41.19,-66.11,36,0
Indiana,1880-03-09T20:00:00,40.87,-66.48,39.9,0
Indiana,1880-03-09T22:00:00,40.53,-66.87,36,0
Indiana,1880-03-10T00:00:00,40.13,-67.33,36,0
Indiana,1880-03-10T07:00:00,40.69,-69.55,37.9,0
Indiana,1880-03-08T18:00:00,41.83,-59.34,46.9,0
Indiana,1880-03-08T20:00:00,41.67,-59.9,50,0
Indiana,1880-03-22T06:00:00,40.47,-59.84,42.1,0
Indiana,1880-03-22T08:00:00,40.45,-59.27,43,0
Indiana,1880-04-18T23:00:00,39.18,-70.45,46,0
Indiana,1880-04-19T01:00:00,39.02,-70.96,43,0
Indiana,1880-04-19T03:00:00,38.86,-71.48,44.1,0
Indiana,1880-04-19T05:00:00,38.69,-72.02,46,0
Indiana,1880-04-25T07:00:00,38.85,-73.14,46.9,0
Indiana,1880-04-25T09:00:00,38.9,-72.7,48,0
Indiana,1880-04-25T11:00:00,38.96,-72.25,45,0
Indiana,1880-04-25T13:00:00,39.01,-71.8,46,0
Indiana,1880-04-25T15:00:00,39.05,-71.49,48.9,0
Indiana,1880-04-25T17:00:00,39.08,-71.17,48,0
Indiana,1880-04-25T19:00:00,39.07,-70.74,46,0
Indiana,1880-04-25T21:00:00,39.05,-70.31,46.9,0
Indiana,1880-04-18T00:00:00,39.9,-66.8,66,0
Indiana,1880-04-18T02:00:00,39.77,-67.15,46,0
Indiana,1880-04-18T04:00:00,39.64,-67.51,45,0
Indiana,1880-04-18T13:00:00,39.95,-68.01,39,0
Indiana,1880-04-18T15:00:00,39.81,-68.43,46,0
Indiana,1880-04-18T17:00:00,39.65,-68.95,46.9,0
Indiana,1880-04-18T19:00:00,39.49,-69.45,45,0
Indiana,1880-04-18T21:00:00,39.34,-69.95,42.1,0
Indiana,1880-04-25T23:00:00,39.03,-69.82,48.9,0
Indiana,1880-04-26T01:00:00,39.02,-69.32,53.1,0
Indiana,1880-04-26T03:00:00,39,-68.83,57,0
Indiana,1880-04-26T05:00:00,38.98,-68.34,57.9,0
Indiana,1880-04-26T06:00:00,39.45,-67.57,59,0
Indiana,1880-04-26T08:00:00,39.47,-67.07,60.1,0
Indiana,1880-04-26T10:00:00,39.49,-66.6,64,0
Indiana,1880-04-26T12:00:00,39.5,-66.12,66,0
Indiana,1880-04-26T14:00:00,39.52,-65.58,66,0
Indiana,1880-04-26T16:00:00,39.53,-65.15,,0
Indiana,1880-04-26T18:00:00,39.55,-64.7,57,0
Indiana,1880-04-26T20:00:00,39.57,-64.16,59,0
Indiana,1880-04-26T22:00:00,39.58,-63.64,59,0
Indiana,1880-04-27T00:00:00,39.6,-63.1,66,0
Indiana,1880-04-27T02:00:00,39.62,-62.52,66,0
Indiana,1880-04-27T04:00:00,39.64,-61.93,66,0
Indiana,1880-04-27T06:00:00,39.8,-61.54,66.9,0
Indiana,1880-04-27T08:00:00,39.86,-60.96,69.1,0
Indiana,1880-04-27T10:00:00,39.92,-60.38,69.1,0
Indiana,1880-04-27T12:00:00,39.97,-59.8,69.1,0
Indiana,1880-04-16T16:00:00,41.1,-60.07,64,0
Indiana,1880-04-16T18:00:00,41,-60.46,64,0
Indiana,1880-04-16T20:00:00,40.9,-60.84,62.1,0
Indiana,1880-04-16T22:00:00,40.8,-61.22,62.1,0
Indiana,1880-04-17T00:00:00,40.68,-61.7,62.1,0
Indiana,1880-04-17T02:00:00,40.55,-62.18,59,0
Indiana,1880-04-17T04:00:00,40.41,-62.7,57,0
Indiana,1880-04-17T06:00:00,40.84,-63.08,57,0
Indiana,1880-04-17T08:00:00,40.75,-63.57,55.9,0
Indiana,1880-04-17T10:00:00,40.65,-64.08,55.9,0
Indiana,1880-04-17T12:00:00,40.55,-64.58,57,0
Indiana,1880-04-17T14:00:00,40.47,-65.01,55.9,0
Indiana,1880-04-17T16:00:00,40.37,-65.52,60.1,0
Indiana,1880-04-17T18:00:00,40.26,-65.81,66.9,0
Indiana,1880-04-17T20:00:00,40.15,-66.11,68,0
Indiana,1880-04-17T22:00:00,40.03,-66.44,66,0
Indiana,1880-04-18T07:00:00,40.31,-66.84,44.1,0
Indiana,1880-04-18T09:00:00,40.2,-67.19,44.1,0
Indiana,1880-04-18T11:00:00,40.08,-67.59,39,0
Indiana,1880-04-16T12:00:00,41.2,-59.08,61,0
Indiana,1880-04-16T14:00:00,41.15,-59.54,64,0
Indiana,1880-04-27T14:00:00,40.03,-59.26,70,0
Indiana,1880-05-23T01:00:00,39.46,-70.06,62.1,0
Indiana,1880-05-23T03:00:00,39.29,-70.59,62.1,0
Indiana,1880-05-23T05:00:00,39.11,-71.13,63,0
Indiana,1880-05-30T13:00:00,38.83,-73.97,71.1,0
Indiana,1880-05-30T15:00:00,38.83,-73.97,72,0
Indiana,1880-05-30T17:00:00,38.83,-73.97,72,0
Indiana,1880-05-30T19:00:00,38.8,-73.43,71.1,0
Indiana,1880-05-30T21:00:00,38.76,-72.9,68,0
Indiana,1880-05-30T23:00:00,38.72,-72.39,70,0
Indiana,1880-05-31T01:00:00,38.69,-71.86,69.1,0
Indiana,1880-05-31T03:00:00,38.65,-71.32,69.1,0
Indiana,1880-05-31T05:00:00,38.61,-70.79,68,0
Indiana,1880-05-31T07:00:00,39.16,-70.19,69.1,0
Indiana,1880-05-22T02:00:00,39.95,-63.75,66.9,0
Indiana,1880-05-22T04:00:00,39.82,-64.31,66.9,0
Indiana,1880-05-22T19:00:00,39.98,-68.5,69.1,0
Indiana,1880-05-22T21:00:00,39.81,-69.02,68,0
Indiana,1880-05-22T23:00:00,39.63,-69.54,64,0
Indiana,1880-05-31T09:00:00,39.16,-69.65,69.1,0
Indiana,1880-05-31T11:00:00,39.16,-69.12,70,0
Indiana,1880-05-31T13:00:00,39.16,-68.58,70,0
Indiana,1880-05-31T15:00:00,39.17,-68.04,70,0
Indiana,1880-05-31T17:00:00,39.17,-67.63,69.1,0
Indiana,1880-05-31T19:00:00,39.17,-67.1,,0
Indiana,1880-05-31T21:00:00,39.17,-66.56,77,0
Indiana,1880-05-31T23:00:00,39.17,-66,75,0
Indiana,1880-05-21T14:00:00,40.68,-60.27,69.1,0
Indiana,1880-05-21T16:00:00,40.62,-61.03,72,0
Indiana,1880-05-21T18:00:00,40.48,-61.58,72,0
Indiana,1880-05-21T20:00:00,40.35,-62.14,73,0
Indiana,1880-05-21T22:00:00,40.21,-62.71,73,0
Indiana,1880-05-22T00:00:00,40.08,-63.23,68,0
Indiana,1880-05-22T07:00:00,40.64,-65.02,66.9,0
Indiana,1880-05-22T09:00:00,40.55,-65.57,66.9,0
Indiana,1880-05-22T11:00:00,40.45,-66.15,64,0
Indiana,1880-05-22T13:00:00,40.36,-66.73,64,0
Indiana,1880-05-22T15:00:00,40.26,-67.3,64,0
Indiana,1880-05-22T17:00:00,40.15,-67.98,64,0
Indiana,1880-05-21T12:00:00,40.74,-59.66,61,0
Indiana,1880-06-30T11:00:00,39.62,-70.12,72,0
Indiana,1880-06-30T13:00:00,39.64,-70.67,73.9,0
Indiana,1880-06-30T15:00:00,39.66,-71.18,77,0
Indiana,1880-06-30T17:00:00,39.68,-71.83,75.9,0
Indiana,1880-06-30T19:00:00,39.55,-72.32,75.9,0
Indiana,1880-06-30T21:00:00,39.42,-72.79,75.9,0
Indiana,1880-06-30T23:00:00,39.28,-73.28,73.9,0
Indiana,1880-06-01T01:00:00,39.17,-65.44,73.9,0
Indiana,1880-06-01T03:00:00,39.17,-64.86,72,0
Indiana,1880-06-01T05:00:00,39.18,-64.28,73,0
Indiana,1880-06-01T06:00:00,39.36,-63.83,73.9,0
Indiana,1880-06-01T08:00:00,39.39,-63.3,73,0
Indiana,1880-06-01T10:00:00,39.43,-62.76,73,0
Indiana,1880-06-01T12:00:00,39.47,-62.22,78.1,0
Indiana,1880-06-01T14:00:00,39.51,-61.7,77,0
Indiana,1880-06-01T16:00:00,39.53,-61.32,81,0
Indiana,1880-06-01T18:00:00,39.49,-60.8,82,0
Indiana,1880-06-01T20:00:00,39.45,-60.29,81,0
Indiana,1880-06-29T00:00:00,39.47,-60.5,73,0
Indiana,1880-06-29T02:00:00,39.41,-61.08,75.9,0
Indiana,1880-06-29T04:00:00,39.35,-61.66,75.9,0
Indiana,1880-06-29T06:00:00,39.82,-62.18,75,0
Indiana,1880-06-29T08:00:00,39.8,-62.74,73,0
Indiana,1880-06-29T10:00:00,39.78,-63.3,73.9,0
Indiana,1880-06-29T12:00:00,39.76,-63.84,75.9,0
Indiana,1880-06-29T14:00:00,39.74,-64.41,73.9,0
Indiana,1880-06-29T16:00:00,39.72,-65.1,78.1,0
Indiana,1880-06-29T18:00:00,39.7,-65.66,81,0
Indiana,1880-06-29T20:00:00,39.68,-66.23,80.1,0
Indiana,1880-06-29T22:00:00,39.66,-66.74,80.1,0
Indiana,1880-06-30T00:00:00,39.64,-67.29,75,0
Indiana,1880-06-30T02:00:00,39.62,-67.83,73.9,0
Indiana,1880-06-30T04:00:00,39.6,-68.39,73,0
Indiana,1880-06-30T07:00:00,39.58,-69.04,70,0
Indiana,1880-06-30T09:00:00,39.6,-69.58,71.1,0
Indiana,1880-06-01T22:00:00,39.41,-59.77,78.1,0
Indiana,1880-06-02T00:00:00,39.36,-59.23,73.9,0
Indiana,1880-06-28T20:00:00,39.58,-59.41,73.9,0
Indiana,1880-06-28T22:00:00,39.52,-59.94,73.9,0
Indiana,1880-07-01T01:00:00,39.15,-73.77,73.9,0
Indiana,1880-07-01T03:00:00,39.01,-74.26,73.9,0
Indiana,1880-07-01T05:00:00,38.88,-74.75,73.9,0
Indiana,1880-07-08T07:00:00,38.82,-72.78,70,0
Indiana,1880-07-08T09:00:00,38.87,-72.27,68,0
Indiana,1880-07-08T11:00:00,38.91,-71.76,73.9,0
Indiana,1880-07-08T13:00:00,38.96,-71.25,75.9,0
Indiana,1880-07-08T15:00:00,39,-70.76,73.9,0
Indiana,1880-07-08T17:00:00,39.03,-70.35,73.9,0
Indiana,1880-07-08T19:00:00,39.02,-69.84,73.9,0
Indiana,1880-07-08T21:00:00,39,-69.32,73.9,0
Indiana,1880-07-08T23:00:00,38.99,-68.81,72,0
Indiana,1880-07-09T01:00:00,38.98,-68.29,73.9,0
Indiana,1880-07-09T03:00:00,38.96,-67.78,72,0
Indiana,1880-07-09T05:00:00,38.95,-67.26,72,0
Indiana,1880-07-09T06:00:00,39.11,-66.65,72,0
Indiana,1880-07-09T08:00:00,39.13,-66.14,72,0
Indiana,1880-07-09T10:00:00,39.15,-65.66,72,0
Indiana,1880-07-09T12:00:00,39.17,-65.17,72,0
Indiana,1880-07-09T14:00:00,39.19,-64.65,73.9,0
Indiana,1880-07-09T16:00:00,39.2,-64.27,73.9,0
Indiana,1880-07-09T18:00:00,39.22,-63.75,77,0
Indiana,1880-07-09T20:00:00,39.24,-63.24,77,0
Indiana,1880-07-09T22:00:00,39.26,-62.72,78.1,0
Indiana,1880-07-10T00:00:00,39.28,-62.25,75.9,0
Indiana,1880-07-10T02:00:00,39.29,-61.75,75.9,0
Indiana,1880-07-10T04:00:00,39.31,-61.26,75.9,0
Indiana,1880-07-10T06:00:00,39.4,-60.55,71.1,0
Indiana,1880-07-10T08:00:00,39.45,-60.04,73.9,0
Indiana,1880-07-10T10:00:00,39.51,-59.52,75,0
Indiana,1880-08-08T11:00:00,39.8,-70.3,66.9,0
Indiana,1880-08-08T13:00:00,39.74,-70.83,72,0
Indiana,1880-08-08T15:00:00,39.67,-71.37,75,0
Indiana,1880-08-08T17:00:00,39.6,-72.03,75,0
Indiana,1880-08-08T19:00:00,39.35,-71.6,71.1,0
Indiana,1880-08-08T21:00:00,39.11,-71.18,71.1,0
Indiana,1880-08-08T23:00:00,38.86,-70.75,71.1,0
Indiana,1880-08-09T01:00:00,38.54,-71.06,72,0
Indiana,1880-08-09T03:00:00,38.22,-71.37,72,0
Indiana,1880-08-09T05:00:00,37.9,-71.68,70,0
Indiana,1880-08-16T07:00:00,39.2,-70.11,70,0
Indiana,1880-08-06T20:00:00,39.93,-60.35,79,0
Indiana,1880-08-06T22:00:00,39.88,-60.82,78.1,0
Indiana,1880-08-07T00:00:00,39.84,-61.3,82.9,0
Indiana,1880-08-07T02:00:00,39.8,-61.77,77,0
Indiana,1880-08-07T04:00:00,39.75,-62.25,78.1,0
Indiana,1880-08-07T12:00:00,39.98,-64.14,73.9,0
Indiana,1880-08-07T14:00:00,39.96,-64.68,70,0
Indiana,1880-08-07T16:00:00,39.93,-65.33,73.9,0
Indiana,1880-08-07T18:00:00,39.82,-65.9,73.9,0
Indiana,1880-08-07T20:00:00,39.73,-66.39,72,0
Indiana,1880-08-07T22:00:00,39.63,-66.92,71.1,0
Indiana,1880-08-08T00:00:00,39.53,-67.46,69.1,0
Indiana,1880-08-08T02:00:00,39.42,-68.03,70,0
Indiana,1880-08-08T04:00:00,39.31,-68.6,71.1,0
Indiana,1880-08-08T07:00:00,39.92,-69.19,71.1,0
Indiana,1880-08-08T09:00:00,39.86,-69.76,70,0
Indiana,1880-08-16T09:00:00,39.26,-69.57,70,0
Indiana,1880-08-16T11:00:00,39.33,-69.06,69.1,0
Indiana,1880-08-16T13:00:00,39.39,-68.55,69.1,0
Indiana,1880-08-16T15:00:00,39.45,-68.04,66.9,0
Indiana,1880-08-16T17:00:00,39.5,-67.63,68,0
Indiana,1880-08-16T19:00:00,39.5,-67.11,68,0
Indiana,1880-08-16T21:00:00,39.51,-66.6,66.9,0
Indiana,1880-08-16T23:00:00,39.51,-66.08,66.9,0
Indiana,1880-08-17T01:00:00,39.51,-65.56,66,0
Indiana,1880-08-17T03:00:00,39.52,-65.02,66,0
Indiana,1880-08-17T05:00:00,39.52,-64.48,66,0
Indiana,1880-08-17T06:00:00,39.74,-63.96,66.9,0
Indiana,1880-08-17T08:00:00,39.78,-63.42,66.9,0
Indiana,1880-08-17T10:00:00,39.82,-62.88,66,0
Indiana,1880-08-17T12:00:00,39.86,-62.34,66.9,0
Indiana,1880-08-17T14:00:00,39.9,-61.8,68,0
Indiana,1880-08-17T16:00:00,39.93,-61.37,70,0
Indiana,1880-08-17T18:00:00,39.97,-60.85,72,0
Indiana,1880-08-06T18:00:00,39.97,-59.87,79,0
Indiana,1880-08-07T06:00:00,40.03,-62.6,73.9,0
Indiana,1880-08-07T08:00:00,40.02,-63.1,73,0
Indiana,1880-08-07T10:00:00,40,-63.6,73,0
Indiana,1880-08-17T20:00:00,40.01,-60.35,72,0
Indiana,1880-08-06T16:00:00,40.02,-59.42,84,0
Indiana,1880-08-17T22:00:00,40.05,-59.85,70,0
Indiana,1880-08-18T00:00:00,40.09,-59.33,70,0
Indiana,1880-09-24T07:00:00,39.22,-72.72,60.1,0
Indiana,1880-09-24T09:00:00,39.35,-72.25,60.1,0
Indiana,1880-09-24T11:00:00,39.49,-71.8,62.1,0
Indiana,1880-09-24T13:00:00,39.62,-71.36,63,0
Indiana,1880-09-24T15:00:00,39.75,-70.91,68,0
Indiana,1880-09-24T17:00:00,39.85,-70.57,68,0
Indiana,1880-09-24T19:00:00,39.99,-70.1,63,0
Indiana,1880-09-10T14:00:00,43.68,-60.21,64,0
Indiana,1880-09-10T16:00:00,43.42,-60.77,69.1,0
Indiana,1880-09-10T18:00:00,43.2,-61.23,64.9,0
Indiana,1880-09-10T20:00:00,42.99,-61.67,66,0
Indiana,1880-09-10T22:00:00,42.79,-62.12,68,0
Indiana,1880-09-11T00:00:00,42.58,-62.56,66,0
Indiana,1880-09-11T02:00:00,42.4,-62.95,61,0
Indiana,1880-09-11T04:00:00,42.2,-63.38,64,0
Indiana,1880-09-24T21:00:00,40.13,-69.61,63,0
Indiana,1880-09-24T23:00:00,40.28,-69.11,61,0
Indiana,1880-09-25T01:00:00,40.42,-68.62,61,0
Indiana,1880-09-25T03:00:00,40.57,-68.11,61,0
Indiana,1880-09-25T05:00:00,40.72,-67.61,59,0
Indiana,1880-09-25T06:00:00,40.79,-67.19,57,0
Indiana,1880-09-25T08:00:00,40.98,-66.69,57,0
Indiana,1880-09-25T10:00:00,41.18,-66.2,59,0
Indiana,1880-09-25T12:00:00,41.37,-65.7,62.1,0
Indiana,1880-09-25T14:00:00,41.56,-65.21,63,0
Indiana,1880-09-25T16:00:00,41.7,-64.85,69.1,0
Indiana,1880-09-25T18:00:00,41.83,-64.27,64.9,0
Indiana,1880-09-25T20:00:00,41.95,-63.69,64,0
Indiana,1880-09-25T22:00:00,42.07,-63.16,62.1,0
Indiana,1880-09-26T00:00:00,42.19,-62.6,60.1,0
Indiana,1880-09-26T02:00:00,42.31,-62.04,61,0
Indiana,1880-09-26T04:00:00,42.43,-61.51,57,0
Indiana,1880-09-26T06:00:00,43.08,-61.33,57,0
Indiana,1880-09-26T08:00:00,43.23,-60.84,55,0
Indiana,1880-09-26T10:00:00,43.39,-60.33,54,0
Indiana,1880-09-10T10:00:00,44.1,-59.3,63,0
Indiana,1880-09-10T12:00:00,43.9,-59.72,63,0
Indiana,1880-09-26T12:00:00,43.55,-59.82,57,0
Indiana,1880-09-26T14:00:00,43.7,-59.31,55,0
Indiana,1880-10-20T21:00:00,39.52,-70.28,57,0
Indiana,1880-10-20T23:00:00,39.35,-70.82,59,0
Indiana,1880-10-21T01:00:00,39.18,-71.39,55.9,0
Indiana,1880-10-21T03:00:00,39.01,-71.93,55,0
Indiana,1880-10-21T05:00:00,38.84,-72.47,55,0
Indiana,1880-10-28T07:00:00,39.51,-72.61,54,0
Indiana,1880-10-28T09:00:00,39.64,-72.16,48.9,0
Indiana,1880-10-28T11:00:00,39.78,-71.7,46.9,0
Indiana,1880-10-28T13:00:00,39.92,-71.23,48,0
Indiana,1880-10-20T04:00:00,39.93,-65.7,54,0
Indiana,1880-10-20T13:00:00,39.99,-68.3,54,0
Indiana,1880-10-20T15:00:00,39.91,-68.81,55.9,0
Indiana,1880-10-20T17:00:00,39.85,-69.23,55.9,0
Indiana,1880-10-20T19:00:00,39.69,-69.74,55.9,0
Indiana,1880-10-28T15:00:00,40.07,-70.74,48.9,0
Indiana,1880-10-28T17:00:00,40.2,-70.32,52,0
Indiana,1880-10-19T04:00:00,40.8,-60.01,62.1,0
Indiana,1880-10-19T06:00:00,40.73,-60.52,57,0
Indiana,1880-10-19T08:00:00,40.7,-60.96,57.9,0
Indiana,1880-10-19T10:00:00,40.67,-61.44,57.9,0
Indiana,1880-10-19T12:00:00,40.64,-61.9,61,0
Indiana,1880-10-19T14:00:00,40.6,-62.36,61,0
Indiana,1880-10-19T16:00:00,40.57,-62.88,59,0
Indiana,1880-10-19T18:00:00,40.46,-63.35,57.9,0
Indiana,1880-10-19T20:00:00,40.37,-63.77,57,0
Indiana,1880-10-19T22:00:00,40.27,-64.19,55.9,0
Indiana,1880-10-20T00:00:00,40.16,-64.67,54,0
Indiana,1880-10-20T02:00:00,40.05,-65.18,55.9,0
Indiana,1880-10-20T07:00:00,40.22,-66.74,55.9,0
Indiana,1880-10-20T09:00:00,40.14,-67.27,57,0
Indiana,1880-10-20T11:00:00,40.06,-67.78,55.9,0
Indiana,1880-10-28T19:00:00,40.27,-69.8,48.9,0
Indiana,1880-10-28T21:00:00,40.34,-69.29,48,0
Indiana,1880-10-28T23:00:00,40.42,-68.75,46.9,0
Indiana,1880-10-29T01:00:00,40.49,-68.21,46,0
Indiana,1880-10-29T03:00:00,40.57,-67.68,45,0
Indiana,1880-10-29T05:00:00,40.64,-67.14,44.1,0
Indiana,1880-10-29T06:00:00,41.38,-66.91,45,0
Indiana,1880-10-29T08:00:00,41.5,-66.35,45,0
Indiana,1880-10-29T10:00:00,41.62,-65.84,45,0
Indiana,1880-10-29T12:00:00,41.74,-65.3,46,0
Indiana,1880-10-29T14:00:00,41.87,-64.75,50,0
Indiana,1880-10-29T16:00:00,41.97,-64.32,48.9,0
Indiana,1880-10-29T18:00:00,42.09,-63.76,50,0
Indiana,1880-10-29T20:00:00,42.21,-63.24,48,0
Indiana,1880-10-29T22:00:00,42.33,-62.71,51.1,0
Indiana,1880-10-30T00:00:00,42.45,-62.17,50,0
Indiana,1880-10-30T02:00:00,42.57,-61.66,51.1,0
Indiana,1880-10-30T04:00:00,42.69,-61.14,51.1,0
Indiana,1880-10-30T06:00:00,42.78,-60.87,51.1,0
Indiana,1880-10-30T08:00:00,42.93,-60.39,51.1,0
Indiana,1880-10-19T02:00:00,40.86,-59.53,62.1,0
Indiana,1880-10-30T10:00:00,43.09,-59.88,51.1,0
Indiana,1880-10-30T12:00:00,43.24,-59.37,50,0
Indiana,1880-11-24T03:00:00,39.72,-70.38,28,0
Indiana,1880-11-24T05:00:00,39.64,-70.81,28.9,0
Indiana,1880-11-24T07:00:00,39.57,-71.28,27,0
Indiana,1880-11-24T09:00:00,39.53,-71.79,28,0
Indiana,1880-11-24T11:00:00,39.48,-72.31,28.9,0
Indiana,1880-11-24T13:00:00,39.44,-72.82,30,0
Indiana,1880-11-24T15:00:00,39.39,-73.36,30,0
Indiana,1880-11-24T17:00:00,39.33,-74,33.1,0
Indiana,1880-11-24T19:00:00,38.98,-74.24,33.1,0
Indiana,1880-11-24T21:00:00,38.66,-74.56,30.9,0
Indiana,1880-11-24T23:00:00,38.35,-74.88,32,0
Indiana,1880-11-25T01:00:00,38.35,-74.88,30,0
Indiana,1880-11-25T03:00:00,38.35,-74.88,32,0
Indiana,1880-11-25T05:00:00,38.35,-74.88,33.1,0
Indiana,1880-11-23T23:00:00,39.95,-69.45,28.9,0
Indiana,1880-11-24T01:00:00,39.79,-69.91,27,0
Indiana,1880-11-21T10:00:00,43.19,-60.24,55.9,0
Indiana,1880-11-21T12:00:00,43.06,-60.73,59,0
Indiana,1880-11-21T14:00:00,42.95,-61.14,48.9,0
Indiana,1880-11-21T16:00:00,42.83,-61.57,46,0
Indiana,1880-11-21T18:00:00,42.63,-62.03,43,0
Indiana,1880-11-21T20:00:00,42.45,-62.42,42.1,0
Indiana,1880-11-21T22:00:00,42.24,-62.89,37.9,0
Indiana,1880-11-22T00:00:00,42.04,-63.35,33.1,0
Indiana,1880-11-22T02:00:00,41.83,-63.82,37.9,0
Indiana,1880-11-22T04:00:00,41.65,-64.21,37.9,0
Indiana,1880-11-22T06:00:00,42.71,-61.68,36,0
Indiana,1880-11-22T08:00:00,42.49,-62.24,36,0
Indiana,1880-11-22T10:00:00,42.27,-62.79,37,0
Indiana,1880-11-22T12:00:00,42.09,-63.26,37.9,0
Indiana,1880-11-22T14:00:00,41.87,-63.81,41,0
Indiana,1880-11-22T16:00:00,41.65,-64.37,39.9,0
Indiana,1880-11-22T18:00:00,41.46,-64.84,36,0
Indiana,1880-11-22T20:00:00,41.35,-65.12,37.9,0
Indiana,1880-11-22T22:00:00,41.25,-65.39,33.1,0
Indiana,1880-11-23T00:00:00,41.12,-65.71,35.1,0
Indiana,1880-11-23T02:00:00,41,-66.02,33.1,0
Indiana,1880-11-23T04:00:00,40.86,-66.36,34,0
Indiana,1880-11-23T07:00:00,41.15,-65.82,34,0
Indiana,1880-11-23T09:00:00,41.01,-66.26,32,0
Indiana,1880-11-23T11:00:00,40.86,-66.7,32,0
Indiana,1880-11-23T13:00:00,40.71,-67.14,30.9,0
Indiana,1880-11-23T15:00:00,40.57,-67.56,30.9,0
Indiana,1880-11-23T17:00:00,40.4,-68.08,30.9,0
Indiana,1880-11-23T19:00:00,40.25,-68.54,30,0
Indiana,1880-11-23T21:00:00,40.09,-69.01,30,0
Indiana,1880-11-21T06:00:00,43.48,-59.15,52,0
Indiana,1880-11-21T08:00:00,43.33,-59.73,55.9,0
Indiana,1880-12-03T07:00:00,39.25,-72.79,42.1,0
Indiana,1880-12-03T09:00:00,39.41,-72.24,39,0
Indiana,1880-12-03T11:00:00,39.58,-71.69,39.9,0
Indiana,1880-12-03T13:00:00,39.74,-71.16,37.9,0
Indiana,1880-12-03T15:00:00,39.9,-70.63,43,0
Indiana,1880-12-03T17:00:00,40.03,-70.18,44.1,0
Indiana,1880-12-03T19:00:00,40.19,-69.68,43,0
Indiana,1880-12-03T21:00:00,40.34,-69.17,39.9,0
Indiana,1880-12-03T23:00:00,40.5,-68.64,39,0
Indiana,1880-12-04T01:00:00,40.66,-68.12,39,0
