STATION,DATE,LATITUDE,LONGITUDE,AIR_TEMP,SEA_SURF_TEMP
ATALANTA,1869-08-08T10:00:00,22.56,-86.68,85.1,83.8
ATALANTA,1869-08-08T14:00:00,22.55,-86.4,89.6,83.8
ATALANTA,1869-08-08T18:00:00,22.55,-86.33,91.4,83.8
ATALANTA,1869-08-08T22:00:00,22.61,-86.25,91.4,83.8
ATALANTA,1869-08-09T02:00:00,22.67,-86.17,84.2,83.8
45,1869-08-09T04:00:00,21.4,-59.6,79.7,82.2
ATALANTA,1869-08-09T06:00:00,22.96,-85.95,84.2,83.8
45,1869-08-09T08:00:00,21.4,-60.2,80.1,82.2
ATALANTA,1869-08-09T10:00:00,23.24,-85.72,84.9,83.8
45,1869-08-09T12:00:00,21.5,-60.8,82.4,82.4
ATALANTA,1869-08-09T14:00:00,23.53,-85.5,89.6,83.8
45,1869-08-09T16:00:00,21.6,-61.5,80.6,82.6
ATALANTA,1869-08-09T18:00:00,23.67,-85.43,,83.8
45,1869-08-09T20:00:00,21.6,-61.8,82.4,82.6
ATALANTA,1869-08-09T22:00:00,23.75,-85.34,89.6,83.8
45,1869-08-10T00:00:00,21.6,-62.1,82.2,82.6
ATALANTA,1869-08-10T02:00:00,23.83,-85.25,86,83.8
45,1869-08-10T04:00:00,21.7,-62.2,81.3,82.6
ATALANTA,1869-08-10T06:00:00,23.9,-84.96,84.2,83.8
45,1869-08-10T08:00:00,21.7,-62.2,80.2,82.6
ATALANTA,1869-08-10T10:00:00,23.96,-84.67,84.2,83.8
45,1869-08-10T12:00:00,21.7,-62.3,80.6,82.6
ATALANTA,1869-08-10T14:00:00,24.03,-84.38,86,83.8
45,1869-08-10T16:00:00,21.7,-62.4,83.1,83.1
ATALANTA,1869-08-10T18:00:00,24.03,-84.13,93.2,84.9
45,1869-08-10T20:00:00,21.6,-62.6,82.6,82.6
ATALANTA,1869-08-10T22:00:00,24,-84,91.4,84.7
45,1869-08-11T00:00:00,21.6,-62.8,82.2,81.5
ATALANTA,1869-08-11T02:00:00,23.97,-83.87,85.1,84.7
45,1869-08-11T04:00:00,21.5,-63,82.6,83.1
ATALANTA,1869-08-11T06:00:00,23.9,-83.68,86,83.8
45,1869-08-11T08:00:00,21.4,-63.4,83.1,82.9
ATALANTA,1869-08-11T10:00:00,23.82,-83.49,86,83.8
45,1869-08-11T12:00:00,21.3,-63.7,83.3,83.1
ATALANTA,1869-08-11T14:00:00,23.75,-83.3,,86
45,1869-08-11T16:00:00,21.2,-64.1,84.7,84.7
ATALANTA,1869-08-11T18:00:00,23.67,-83.13,,87.1
45,1869-08-11T20:00:00,21.1,-64.5,84.4,85.1
ATALANTA,1869-08-11T22:00:00,23.69,-83,90.5,88.3
45,1869-08-12T00:00:00,21,-64.9,83.1,82.6
ATALANTA,1869-08-12T02:00:00,23.7,-82.87,86,86
45,1869-08-12T04:00:00,20.9,-65.3,83.1,82.2
ATALANTA,1869-08-12T06:00:00,23.7,-82.7,85.1,86
45,1869-08-12T08:00:00,20.8,-65.8,82.6,82.6
ATALANTA,1869-08-12T10:00:00,23.7,-82.54,86,86
45,1869-08-12T12:00:00,20.6,-66.3,82.9,82.9
ATALANTA,1869-08-12T13:00:00,23.7,-82.37,91.4,86
45,1869-08-12T16:00:00,20.5,-66.9,82.6,83.1
ATALANTA,1869-08-12T17:00:00,23.83,-82.3,90.5,86
45,1869-08-12T20:00:00,20.4,-67.3,84,84
ATALANTA,1869-08-12T21:00:00,23.75,-81.93,89.6,86
ATALANTA,1869-08-13T01:00:00,23.67,-81.57,86,85.6
45,1869-08-13T01:00:00,20.3,-67.7,83.8,83.8
ATALANTA,1869-08-13T05:00:00,24.02,-81.23,86,85.1
45,1869-08-13T05:00:00,20.2,-68,83.1,83.7
ATALANTA,1869-08-13T09:00:00,24.38,-80.89,85.8,85.8
45,1869-08-13T09:00:00,20.2,-68.2,82.6,83.3
ATALANTA,1869-08-13T13:00:00,24.73,-80.55,89.6,86
45,1869-08-13T13:00:00,20.1,-68.5,81.5,83.3
ATALANTA,1869-08-13T17:00:00,24.98,-80.17,91.4,86
45,1869-08-13T17:00:00,20,-68.9,81.9,82.9
ATALANTA,1869-08-13T21:00:00,25.2,-79.96,88.7,86
45,1869-08-13T21:00:00,20,-69.4,81.5,82.6
ATALANTA,1869-08-14T01:00:00,25.42,-79.75,85.1,86
45,1869-08-14T01:00:00,20.1,-69.9,81.3,82.2
ATALANTA,1869-08-14T05:00:00,25.96,-79.76,82.4,86
45,1869-08-14T05:00:00,20.2,-70.3,81.1,81.5
ATALANTA,1869-08-14T09:00:00,26.49,-79.76,85.5,86
45,1869-08-14T09:00:00,20.3,-70.8,80.8,81.9
ATALANTA,1869-08-14T13:00:00,27.03,-79.77,86,86
45,1869-08-14T13:00:00,20.3,-71.2,80.8,81.9
ATALANTA,1869-08-14T17:00:00,27.45,-79.63,90.5,86
45,1869-08-14T17:00:00,20.4,-71.8,83.7,82.9
ATALANTA,1869-08-14T21:00:00,27.74,-79.61,86,86
45,1869-08-14T21:00:00,20.2,-72.5,84,82.6
ATALANTA,1869-08-15T01:00:00,28.03,-79.58,85.6,85.6
45,1869-08-15T01:00:00,20,-73.1,83.7,82.6
ATALANTA,1869-08-15T05:00:00,28.43,-79.58,86,86
45,1869-08-15T05:00:00,19.8,-73.6,83.1,83.1
ATALANTA,1869-08-15T09:00:00,28.83,-79.58,86,86
45,1869-08-15T09:00:00,19.7,-73.9,83.1,83.1
ATALANTA,1869-08-15T13:00:00,29.23,-79.58,89.6,86
45,1869-08-15T13:00:00,19.6,-74.2,82.6,83.3
ATALANTA,1869-08-15T17:00:00,29.4,-79.5,,86
45,1869-08-15T17:00:00,19.5,-74.4,83.7,83.1
ATALANTA,1869-08-15T21:00:00,29.5,-79.4,79.7,84.9
45,1869-08-15T21:00:00,19.5,-74.8,84,83.1
ATALANTA,1869-08-16T01:00:00,29.6,-79.3,80.6,84.9
45,1869-08-16T01:00:00,19.5,-75.3,83.7,83.1
ATALANTA,1869-08-16T05:00:00,29.8,-79.01,83.3,83.8
45,1869-08-16T05:00:00,19.5,-75.9,83.1,82.9
ATALANTA,1869-08-16T09:00:00,30,-78.72,83.3,84.9
45,1869-08-16T09:00:00,19.6,-76.5,82.6,83.3
ATALANTA,1869-08-16T13:00:00,30.2,-78.43,86,84.9
45,1869-08-16T13:00:00,19.6,-76.9,82.9,83.3
ATALANTA,1869-08-16T17:00:00,30.3,-78.22,89.6,84.9
45,1869-08-16T17:00:00,19.7,-77.3,84.4,83.8
ATALANTA,1869-08-16T21:00:00,30.41,-78.1,87.8,84.9
45,1869-08-16T21:00:00,19.7,-77.7,84.9,84
ATALANTA,1869-08-17T01:00:00,30.53,-77.97,84.2,84.9
45,1869-08-17T01:00:00,19.8,-78.1,84.4,84
ATALANTA,1869-08-17T05:00:00,30.73,-77.51,84.2,83.8
45,1869-08-17T05:00:00,19.8,-78.4,83.7,83.8
ATALANTA,1869-08-17T09:00:00,30.93,-77.06,84.2,84.2
45,1869-08-17T09:00:00,19.8,-78.8,83.1,83.7
ATALANTA,1869-08-17T13:00:00,31.13,-76.6,86,83.8
45,1869-08-17T13:00:00,19.9,-79.1,82.2,84
ATALANTA,1869-08-17T17:00:00,31.2,-76.47,89.6,84.2
45,1869-08-17T17:00:00,19.9,-79.4,84,84
ATALANTA,1869-08-17T21:00:00,31.37,-76.25,87.8,84.2
45,1869-08-17T21:00:00,20,-79.8,83.8,83.8
ATALANTA,1869-08-18T01:00:00,31.53,-76.03,85.1,84.2
45,1869-08-18T01:00:00,20,-80,84,83.8
ATALANTA,1869-08-18T05:00:00,31.66,-75.83,84.2,83.8
45,1869-08-18T05:00:00,20.1,-80.3,83.8,83.8
ATALANTA,1869-08-18T09:00:00,31.79,-75.62,84.2,83.8
45,1869-08-18T09:00:00,20.2,-80.6,84,84
ATALANTA,1869-08-18T13:00:00,31.92,-75.42,86,83.8
45,1869-08-18T13:00:00,20.3,-81,83.8,84
ATALANTA,1869-08-18T17:00:00,32.07,-75.17,90.5,84.9
45,1869-08-18T17:00:00,20.4,-81.5,84,84
ATALANTA,1869-08-18T21:00:00,32.2,-75.05,86,83.8
45,1869-08-18T21:00:00,20.4,-81.9,84,84
ATALANTA,1869-08-19T01:00:00,32.33,-74.92,85.1,84.9
45,1869-08-19T01:00:00,20.5,-82.3,84.4,84.2
ATALANTA,1869-08-19T05:00:00,32.42,-74.67,84.2,83.1
45,1869-08-19T06:00:00,20.6,-82.5,84.2,84
ATALANTA,1869-08-19T09:00:00,32.51,-74.42,83.3,82.6
45,1869-08-19T10:00:00,20.6,-82.8,84,84
ATALANTA,1869-08-19T13:00:00,32.6,-74.17,84.2,83.1
45,1869-08-19T14:00:00,20.7,-83.1,83.8,84
ATALANTA,1869-08-19T17:00:00,32.58,-74.1,90.5,82.6
45,1869-08-19T18:00:00,20.7,-83.3,84,84
ATALANTA,1869-08-19T21:00:00,32.61,-73.97,85.1,83.1
45,1869-08-19T22:00:00,20.8,-83.7,83.8,84.2
ATALANTA,1869-08-20T01:00:00,32.63,-73.83,83.3,83.1
45,1869-08-20T02:00:00,21,-83.9,84,84
ATALANTA,1869-08-20T05:00:00,32.81,-73.62,82.4,82.6
45,1869-08-20T06:00:00,21.1,-84.2,83.8,84.2
ATALANTA,1869-08-20T09:00:00,32.99,-73.41,81.9,83.1
45,1869-08-20T10:00:00,21.2,-84.6,84,84.2
ATALANTA,1869-08-20T13:00:00,33.17,-73.2,83.8,82.6
45,1869-08-20T14:00:00,21.4,-85.1,84,84
ATALANTA,1869-08-20T17:00:00,33.3,-73.13,86,82.6
45,1869-08-20T18:00:00,21.6,-85.5,84,83.8
ATALANTA,1869-08-20T21:00:00,33.36,-72.98,86,82.6
45,1869-08-20T22:00:00,21.8,-85.9,84,84
ATALANTA,1869-08-21T01:00:00,33.42,-72.83,80.6,81.5
45,1869-08-21T02:00:00,21.9,-86.4,84,84.2
ATALANTA,1869-08-21T05:00:00,33.45,-72.62,78.8,81.5
45,1869-08-21T06:00:00,22,-86.7,84,84
ATALANTA,1869-08-21T09:00:00,33.47,-72.41,80.2,81.5
45,1869-08-21T10:00:00,22.2,-87.2,83.8,84.2
ATALANTA,1869-08-21T13:00:00,33.5,-72.2,80.6,81.5
45,1869-08-21T14:00:00,22.2,-87.7,83.8,84
ATALANTA,1869-08-21T17:00:00,33.5,-72.2,86,81.5
45,1869-08-21T18:00:00,22.1,-88.1,83.8,84.2
ATALANTA,1869-08-21T21:00:00,33.5,-72.2,84.2,82.6
45,1869-08-21T22:00:00,22,-88.5,84,84.2
ATALANTA,1869-08-22T01:00:00,33.5,-72.2,80.6,83.1
45,1869-08-22T02:00:00,22,-88.9,84,84.2
ATALANTA,1869-08-22T05:00:00,33.71,-71.87,80.6,81.5
45,1869-08-22T06:00:00,21.9,-89.4,83.8,84
ATALANTA,1869-08-22T09:00:00,33.92,-71.53,78.8,81.5
45,1869-08-22T10:00:00,21.8,-89.9,83.8,83.7
ATALANTA,1869-08-22T13:00:00,34.13,-71.2,81.5,81.5
45,1869-08-22T14:00:00,21.8,-90.3,84,83.3
ATALANTA,1869-08-22T17:00:00,34.22,-71.1,87.8,81.5
45,1869-08-22T18:00:00,21.7,-90.7,84.7,83.3
ATALANTA,1869-08-22T21:00:00,34.31,-70.5,86.7,82.6
45,1869-08-22T22:00:00,21.7,-91.2,84.4,82.6
ATALANTA,1869-08-23T01:00:00,34.4,-69.9,82,82.6
45,1869-08-23T02:00:00,21.6,-91.7,84.9,83.1
ATALANTA,1869-08-23T05:00:00,34.51,-69.92,80.6,81.5
45,1869-08-23T06:00:00,21.5,-92.1,84,83.7
ATALANTA,1869-08-23T09:00:00,34.62,-69.93,80.6,81.5
45,1869-08-23T10:00:00,21.4,-92.6,83.8,83.8
ATALANTA,1869-08-23T13:00:00,34.73,-69.95,81.5,81.5
45,1869-08-23T14:00:00,21.4,-93.1,84.4,84
ATALANTA,1869-08-23T17:00:00,34.9,-69.72,85.1,81.5
45,1869-08-23T18:00:00,21.2,-93.4,85.5,84.7
ATALANTA,1869-08-23T21:00:00,35.05,-68.86,86,82.6
45,1869-08-23T22:00:00,21,-93.7,82.2,83.8
ATALANTA,1869-08-24T01:00:00,35.2,-68,82.4,81.5
45,1869-08-24T02:00:00,20.8,-94,81.9,84
ATALANTA,1869-08-24T05:00:00,35.06,-68.17,82.4,81.5
45,1869-08-24T06:00:00,20.6,-94.3,82,83.7
ATALANTA,1869-08-24T09:00:00,34.91,-68.33,80.6,81.5
45,1869-08-24T10:00:00,20.5,-94.5,81.5,83.8
ATALANTA,1869-08-24T13:00:00,34.77,-68.5,81.5,81.5
45,1869-08-24T14:00:00,20.4,-94.4,81.3,83.7
ATALANTA,1869-08-24T17:00:00,34.67,-68.48,81.9,82.6
45,1869-08-24T18:00:00,20.3,-94.5,81.9,84
ATALANTA,1869-08-24T21:00:00,34.8,-68.47,81.5,81.5
45,1869-08-24T22:00:00,20.3,-94.6,81.9,83.7
ATALANTA,1869-08-25T01:00:00,34.92,-68.45,80.6,81.5
45,1869-08-25T02:00:00,20.1,-94.9,81.5,83.7
ATALANTA,1869-08-25T05:00:00,35.2,-68.53,78.8,81.5
45,1869-08-25T06:00:00,20,-95.2,81.3,83.7
ATALANTA,1869-08-25T09:00:00,35.49,-68.62,79.7,81.5
45,1869-08-25T10:00:00,19.9,-95.4,81.5,83.7
ATALANTA,1869-08-25T13:00:00,35.77,-68.7,78.8,79.3
45,1869-08-25T14:00:00,19.6,-95.3,81.9,83.7
ATALANTA,1869-08-25T17:00:00,35.98,-68.73,82.4,81.5
ATALANTA,1869-08-25T21:00:00,36.05,-68.66,82.4,81.5
ATALANTA,1869-08-26T01:00:00,36.12,-68.6,78.8,80.8
ATALANTA,1869-08-26T05:00:00,36.25,-68.24,79.5,80.4
ATALANTA,1869-08-26T09:00:00,36.37,-67.88,78.3,80.4
ATALANTA,1869-08-26T13:00:00,36.5,-67.52,83.3,80.4
ATALANTA,1869-08-26T16:00:00,36.67,-67.02,86,81.5
ATALANTA,1869-08-26T20:00:00,36.82,-66.63,86,83.8
ATALANTA,1869-08-27T00:00:00,36.97,-66.25,80.6,82
ATALANTA,1869-08-27T04:00:00,37.13,-65.58,78.8,80.4
ATALANTA,1869-08-27T08:00:00,37.29,-64.9,74.3,79.3
ATALANTA,1869-08-27T12:00:00,37.45,-64.23,75.2,79.3
ATALANTA,1869-08-27T16:00:00,37.55,-63.93,77,79.3
ATALANTA,1869-08-27T20:00:00,37.69,-63.55,76.5,79.3
ATALANTA,1869-08-28T00:00:00,37.83,-63.17,74.3,79.3
ATALANTA,1869-08-28T04:00:00,37.94,-62.49,71.6,79.3
ATALANTA,1869-08-28T08:00:00,38.06,-61.8,71.6,81.5
ATALANTA,1869-08-28T12:00:00,38.17,-61.12,73.4,80.4
ATALANTA,1869-08-28T16:00:00,38.17,-60.88,73.4,80.8
ATALANTA,1869-08-28T20:00:00,38.2,-60.58,73.4,80.4
ATALANTA,1869-08-29T00:00:00,38.23,-60.28,72.5,80.4
ATALANTA,1869-08-29T04:00:00,38.34,-59.81,71.6,79.3
ATALANTA,1869-08-29T08:00:00,38.46,-59.34,72.5,78.8
1,1869-09-09T16:00:00,44.5,-59.5,63,
45,1869-09-13T22:00:00,19.3,-95.8,82.6,83.8
45,1869-09-14T02:00:00,19.5,-95.7,81.9,83.8
45,1869-09-14T06:00:00,19.8,-95.5,81.3,83.8
45,1869-09-14T10:00:00,20,-95.2,82.9,83.8
45,1869-09-14T14:00:00,20.1,-94.9,83.7,83.8
45,1869-09-14T18:00:00,20.2,-94.7,85.1,83.8
45,1869-09-14T22:00:00,20.3,-94.4,84.7,83.8
45,1869-09-15T02:00:00,20,-94.5,84,83.8
45,1869-09-15T06:00:00,19.6,-94.4,82.9,83.8
45,1869-09-15T10:00:00,19.6,-94.3,79,83.8
45,1869-09-15T14:00:00,19.5,-94.2,79,83.8
45,1869-09-15T18:00:00,19.5,-94.1,82.6,83.8
45,1869-09-15T22:00:00,19.5,-94,84,83.8
45,1869-09-16T02:00:00,19.4,-93.8,83.1,83.8
45,1869-09-16T06:00:00,19.3,-93.6,82.2,83.7
45,1869-09-16T10:00:00,19.2,-93.4,80.4,85.6
45,1869-09-16T14:00:00,19.4,-93.4,80.8,82.9
45,1869-09-16T18:00:00,19.4,-93.4,84,83.7
45,1869-09-16T22:00:00,19.4,-93.3,84.4,83.7
45,1869-09-17T02:00:00,19.2,-93.1,84.2,83.7
45,1869-09-17T06:00:00,19.1,-93,82.6,83.7
45,1869-09-17T10:00:00,19.2,-93,81.3,83.7
45,1869-09-17T14:00:00,19.4,-92.8,82.2,83.7
45,1869-09-17T18:00:00,19.6,-92.5,84.7,83.7
45,1869-09-17T22:00:00,19.5,-92.5,85.1,83.7
45,1869-09-18T02:00:00,19.4,-92.3,83.8,83.7
45,1869-09-18T06:00:00,19.1,-92.1,83.7,83.7
45,1869-09-18T10:00:00,19,-92,83.1,83.7
45,1869-09-18T14:00:00,18.7,-91.9,83.7,83.7
55,1869-09-21T08:00:00,20.4,-59.3,81.5,81.5
55,1869-09-21T12:00:00,20.4,-59.7,80.4,82.4
55,1869-09-21T16:00:00,20.4,-60.1,89.4,83.8
55,1869-09-21T20:00:00,20.4,-60.5,83.1,82.6
55,1869-09-22T00:00:00,20.4,-60.8,80.2,83.5
55,1869-09-22T04:00:00,20.5,-61,78.8,83.5
55,1869-09-22T08:00:00,20.5,-61.3,78.1,82
55,1869-09-22T12:00:00,20.5,-61.7,81,82.6
55,1869-09-22T16:00:00,20.5,-62.2,83.3,83.5
55,1869-09-22T20:00:00,20.5,-62.6,81.5,83.5
55,1869-09-23T00:00:00,20.5,-62.8,80.4,83.8
55,1869-09-23T04:00:00,20.5,-63.1,81.7,83.1
55,1869-09-23T08:00:00,20.5,-63.5,81.5,83.3
55,1869-09-23T12:00:00,20.5,-64,79,83.3
55,1869-09-23T16:00:00,20.5,-64.5,89.8,84
55,1869-09-23T20:00:00,20.5,-64.8,86,84.2
55,1869-09-24T00:00:00,20.5,-65.1,84,83.3
55,1869-09-24T04:00:00,20.5,-65.6,83.3,83.8
55,1869-09-24T08:00:00,20.4,-66,83.1,83.8
55,1869-09-24T12:00:00,20.4,-66.4,82.8,85.3
55,1869-09-24T16:00:00,20.4,-66.8,,84.6
55,1869-09-24T20:00:00,20.4,-67.2,83.3,84.2
55,1869-09-25T01:00:00,20.4,-67.7,81.5,83.8
55,1869-09-25T05:00:00,20.3,-68.1,82.6,84.2
55,1869-09-25T09:00:00,20.3,-68.7,83.1,83.8
55,1869-09-25T13:00:00,20.2,-69.2,86,84.4
55,1869-09-25T17:00:00,20.2,-69.7,79.9,83.8
55,1869-09-25T21:00:00,20.2,-70,82.8,83.8
55,1869-09-26T01:00:00,20.2,-70.4,82.6,83.8
55,1869-09-26T05:00:00,20.2,-70.9,82,81.5
55,1869-09-26T09:00:00,20.3,-71.3,82.6,81.7
55,1869-09-26T13:00:00,20.3,-71.7,81,84
55,1869-09-26T17:00:00,20.3,-72.2,87.8,84
55,1869-09-26T21:00:00,20.2,-72.7,82.4,83.8
55,1869-09-27T01:00:00,20.2,-73.1,81,83.8
55,1869-09-27T05:00:00,20.1,-73.6,80.4,83.8
55,1869-09-27T09:00:00,19.9,-74.1,81.5,83.8
55,1869-09-27T13:00:00,19.9,-74.2,82,83.8
55,1869-09-27T17:00:00,19.8,-74.6,86.7,85.6
55,1869-09-27T21:00:00,19.7,-74.9,85.6,84.4
55,1869-09-28T01:00:00,19.7,-75.1,85.6,84
55,1869-09-28T05:00:00,19.6,-75.3,83.3,84.9
55,1869-09-28T09:00:00,19.5,-75.6,82.6,84.4
55,1869-09-28T13:00:00,19.5,-75.9,84.4,84.9
55,1869-09-28T17:00:00,19.4,-76.1,86.2,86.2
55,1869-09-28T21:00:00,19.4,-76.2,83.8,85.6
55,1869-09-29T01:00:00,19.4,-76.5,84.4,85.6
55,1869-09-29T05:00:00,19.3,-76.8,82.8,84.9
55,1869-09-29T09:00:00,19.3,-76.9,82.8,83.3
55,1869-09-29T13:00:00,19.4,-77.1,84,84.9
55,1869-09-29T17:00:00,19.4,-77.3,81.7,84.9
55,1869-09-29T21:00:00,19.4,-77.5,79.2,84.9
55,1869-09-30T01:00:00,19.4,-77.8,79.9,84.9
55,1869-09-30T05:00:00,19.3,-78.1,80.2,84.9
55,1869-09-30T09:00:00,19.2,-78.4,79.5,84
55,1869-09-30T13:00:00,19.2,-78.5,77.4,84.9
55,1869-09-30T17:00:00,19.3,-78.6,81.3,84.9
55,1869-09-30T21:00:00,19.2,-78.5,79.9,84.9
55,1869-10-01T01:00:00,19.2,-78.6,80.8,84.4
55,1869-10-01T05:00:00,19.4,-78.7,80.4,84
55,1869-10-01T09:00:00,19.4,-78.6,80.4,84
55,1869-10-01T13:00:00,19.5,-78.8,82,84
55,1869-10-01T17:00:00,19.7,-79,83.3,84.4
55,1869-10-01T21:00:00,19.7,-79.1,82.6,84.4
55,1869-10-02T01:00:00,19.4,-78.9,82.6,84.4
55,1869-10-02T05:00:00,19.1,-78.7,82,84
55,1869-10-02T09:00:00,19.2,-78.9,84.2,84.2
55,1869-10-02T13:00:00,19.3,-79.1,79.9,84.4
55,1869-10-02T17:00:00,19.4,-79.4,83.1,85.1
55,1869-10-02T21:00:00,19.4,-79.3,83.5,84.9
55,1869-10-03T01:00:00,19.3,-79.2,82.6,84.2
55,1869-10-03T05:00:00,19.7,-79.6,82.6,84.4
55,1869-10-03T09:00:00,20,-80.1,82.4,84.4
55,1869-10-03T13:00:00,20.3,-80.5,83.3,84.4
55,1869-10-03T17:00:00,20.7,-80.9,84.6,84.2
55,1869-10-03T21:00:00,21,-81.1,85.3,85.3
55,1869-10-04T01:00:00,21.1,-81.1,83.5,84.9
55,1869-10-04T05:00:00,20.9,-80.9,83.1,84
55,1869-10-04T09:00:00,21,-81,82.2,84.2
55,1869-10-04T13:00:00,21,-80.9,83.8,84.6
55,1869-10-04T17:00:00,21.2,-80.9,89.4,86
55,1869-10-04T21:00:00,21,-81.2,86,85.3
55,1869-10-05T01:00:00,20.9,-81.4,83.8,85.1
55,1869-10-05T05:00:00,20.9,-81.4,83.3,84.9
55,1869-10-05T09:00:00,20.9,-81.6,82.2,84.6
55,1869-10-05T13:00:00,20.9,-81.8,83.8,84.2
55,1869-10-05T17:00:00,20.9,-82.2,84,86.4
55,1869-10-05T21:00:00,20.9,-82.3,83.8,85.6
55,1869-10-06T02:00:00,21,-82.7,82.8,84.6
55,1869-10-06T06:00:00,21,-83.1,82,83.8
55,1869-10-06T10:00:00,21.1,-83.4,82.4,84.2
55,1869-10-06T14:00:00,21.1,-83.8,82.6,84.4
55,1869-10-06T18:00:00,21.1,-84.3,81.5,86.2
55,1869-10-06T22:00:00,21.2,-84.6,80.8,83.8
55,1869-10-07T02:00:00,21.3,-84.9,80.2,83.3
55,1869-10-07T06:00:00,21.4,-85.4,79.7,83.3
55,1869-10-07T10:00:00,21.5,-86,79.2,83.1
55,1869-10-07T14:00:00,21.5,-86.4,81,82.2
55,1869-10-07T18:00:00,21.6,-86.8,82.6,87.1
55,1869-10-07T22:00:00,21.9,-87.2,81.3,81.7
55,1869-10-08T02:00:00,22,-87.7,79.9,81
55,1869-10-08T06:00:00,22,-88.3,79.5,79.9
55,1869-10-08T10:00:00,22,-88.7,79.2,79.9
55,1869-10-08T14:00:00,22,-89.2,81.5,80.4
55,1869-10-08T18:00:00,22,-89.7,84.9,82
55,1869-10-08T22:00:00,21.9,-90.2,83.3,82.6
55,1869-10-09T02:00:00,21.8,-90.7,82.2,83.3
55,1869-10-09T06:00:00,21.7,-91.3,82,82.4
55,1869-10-09T10:00:00,21.6,-91.8,82.6,82.6
55,1869-10-09T14:00:00,21.6,-92.3,82.6,82.2
55,1869-10-09T18:00:00,21.4,-92.8,84.9,83.3
55,1869-10-09T22:00:00,21.2,-93,82.6,82.6
55,1869-10-10T02:00:00,21.1,-93.2,82.4,82.6
55,1869-10-10T06:00:00,20.9,-93.4,80.4,82.6
55,1869-10-10T10:00:00,20.6,-93.8,79.7,82.6
55,1869-10-10T14:00:00,20.5,-94,75.9,78.1
55,1869-10-10T18:00:00,20.7,-94,74.8,78.6
55,1869-10-10T22:00:00,20.6,-94.3,75,77.2
55,1869-10-11T02:00:00,20.5,-94.6,76.3,79.9
55,1869-10-11T06:00:00,20.5,-94.8,75.6,77.7
55,1869-10-11T10:00:00,20.4,-95.1,75.6,77.9
55,1869-10-11T14:00:00,20.2,-95.3,75.9,76.6
55,1869-10-11T18:00:00,20,-95.4,74.1,75.2
55,1869-10-11T22:00:00,19.7,-95.3,72.7,75.2
55,1869-10-12T02:00:00,19.5,-95.3,72.3,75.2
55,1869-10-12T06:00:00,19.5,-95.2,72.5,75.2
55,1869-10-12T10:00:00,19.5,-95,72.5,75.4
55,1869-10-12T14:00:00,19.4,-95.1,76.1,77
55,1869-10-12T18:00:00,19.2,-95.4,76.6,77.2
55,1869-10-12T22:00:00,19.4,-95,76.6,76.3
55,1869-10-13T02:00:00,19.5,-94.5,74.8,75.9
55,1869-10-13T06:00:00,19.5,-94.8,74.5,76.6
55,1869-10-13T10:00:00,19.5,-95.1,73.6,75.9
55,1869-10-13T14:00:00,19.5,-95.3,76.1,75.9
55,1869-10-13T18:00:00,19.5,-95.2,77,76.6
55,1869-10-13T22:00:00,19.5,-94.9,77.2,76.6
55,1869-10-14T02:00:00,19.5,-94.6,77.4,76.8
55,1869-10-14T06:00:00,19.5,-94.8,76.6,76.8
55,1869-10-14T10:00:00,19.5,-94.9,76.6,76.8
55,1869-10-14T14:00:00,19.5,-95.1,78.1,77.7
55,1869-10-14T18:00:00,19.4,-95.4,79.2,77.7
55,1869-10-14T22:00:00,19.2,-95.7,77,79
55,1869-10-15T02:00:00,19.4,-95.9,77.4,78.1
55,1869-10-15T06:00:00,19.3,-95.8,77.4,78.1
55,1869-10-15T10:00:00,19.3,-95.9,77.4,75.9
55,1869-10-15T14:00:00,19.3,-96,78.8,77.9
55,1869-10-15T18:00:00,19.3,-95.7,79.2,77.9
55,1869-10-15T22:00:00,19.5,-95.2,78.4,78.4
55,1869-10-16T02:00:00,19.6,-94.9,77.2,77.2
55,1869-10-16T06:00:00,19.5,-95,77,77
55,1869-10-16T10:00:00,19.6,-95.2,72.5,77
55,1869-10-16T14:00:00,19.7,-94.9,72.3,75.9
55,1869-10-16T18:00:00,20,-94.6,75.9,77.2
55,1869-10-16T22:00:00,20.2,-94.5,74.8,75.9
55,1869-10-17T02:00:00,20.1,-94.7,73.2,75.2
55,1869-10-17T06:00:00,20.1,-94.8,75.4,76.1
55,1869-10-17T10:00:00,20.1,-95.1,74.8,76.6
55,1869-10-17T14:00:00,20,-95.4,75.2,76.3
55,1869-10-17T18:00:00,19.9,-95.8,77.7,79
55,1869-10-17T22:00:00,19.8,-96.2,76.6,78.4
55,1869-10-18T02:00:00,20,-96.1,76.6,78.1
55,1869-10-18T06:00:00,20,-96.3,75.6,78.1
55,1869-10-18T10:00:00,20.1,-96.2,75.4,78.1
55,1869-10-18T14:00:00,20.1,-96.2,73.2,75.9
45,1869-10-24T02:00:00,19.2,-92,83.1,82
45,1869-10-24T06:00:00,19.5,-91.8,83.1,82
45,1869-10-24T10:00:00,19.7,-91.6,82.2,82
45,1869-10-24T14:00:00,20,-91.4,81.9,82
45,1869-10-24T18:00:00,20.2,-91.2,81.9,82
45,1869-10-24T22:00:00,20.3,-91.2,81.9,82
45,1869-10-25T02:00:00,19.9,-91.4,81.3,82
45,1869-10-25T06:00:00,19.7,-91.4,80.8,81.9
45,1869-10-25T10:00:00,19.6,-91.4,80.4,82
