STATION,DATE,LATITUDE,LONGITUDE,AIR_TEMP,SEA_SURF_TEMP
ARGONAUT,1876-12-24T01:00:00,38.07,-74.29,39,48.9
MARTHA,1876-12-24T02:00:00,17.42,-88,80.6,
ARGONAUT,1876-12-24T05:00:00,38.07,-74.31,37.9,52
MARTHA,1876-12-24T06:00:00,17.42,-88,78.8,
ARGONAUT,1876-12-24T09:00:00,38.07,-74.33,34,51.1
MARTHA,1876-12-24T10:00:00,17.42,-88,78.8,
ARGONAUT,1876-12-24T13:00:00,38.08,-74.35,33.1,52
MARTHA,1876-12-24T14:00:00,17.42,-88,80.6,
ARGONAUT,1876-12-24T17:00:00,38.08,-74.37,34,52
MARTHA,1876-12-24T18:00:00,17.42,-88,80.6,
ARGONAUT,1876-12-24T21:00:00,38.11,-74.47,35.1,48.9
ARGONAUT,1876-12-25T01:00:00,38.14,-74.57,36,48
MARTHA,1876-12-25T02:00:00,17.42,-88,79.7,
ARGONAUT,1876-12-25T05:00:00,38.17,-74.67,39.9,48
ARGONAUT,1876-12-25T09:00:00,38.21,-74.78,46.9,48
ARGONAUT,1876-12-25T13:00:00,38.24,-74.88,42.1,44.1
MARTHA,1876-12-25T14:00:00,17.42,-88,78.8,
ARGONAUT,1876-12-25T17:00:00,38.27,-74.98,45,45
ARGONAUT,1876-12-25T21:00:00,38.26,-74.9,50,50
ARGONAUT,1876-12-26T01:00:00,38.26,-74.82,54,52
MARTHA,1876-12-26T02:00:00,17.42,-88,80.6,
ARGONAUT,1876-12-26T05:00:00,38.25,-74.74,52,52
ARGONAUT,1876-12-26T09:00:00,38.24,-74.66,48,52
ARGONAUT,1876-12-26T13:00:00,38.24,-74.58,44.1,51.1
MARTHA,1876-12-26T14:00:00,17.42,-88,78.8,
ARGONAUT,1876-12-26T17:00:00,38.23,-74.5,44.1,52
ARGONAUT,1876-12-26T21:00:00,38.06,-74.57,44.1,52
ARGONAUT,1876-12-27T01:00:00,37.9,-74.64,43,51.1
MARTHA,1876-12-27T02:00:00,17.42,-88,82.4,
ARGONAUT,1876-12-27T05:00:00,37.73,-74.71,42.1,51.1
ARGONAUT,1876-12-27T09:00:00,37.56,-74.78,43,50
ARGONAUT,1876-12-27T13:00:00,37.4,-74.85,41,48
MARTHA,1876-12-27T14:00:00,17.42,-88,80.6,
ARGONAUT,1876-12-27T17:00:00,37.23,-74.92,39,46.9
ARGONAUT,1876-12-27T21:00:00,37.33,-74.78,41,48.9
ARGONAUT,1876-12-28T01:00:00,37.44,-74.65,42.1,51.1
MARTHA,1876-12-28T02:00:00,17.42,-88,81.5,
ARGONAUT,1876-12-28T05:00:00,37.54,-74.51,45,60.1
ARGONAUT,1876-12-28T09:00:00,37.64,-74.37,44.1,54
ARGONAUT,1876-12-28T13:00:00,37.75,-74.24,43,48.9
MARTHA,1876-12-28T14:00:00,17.42,-88,79.7,
ARGONAUT,1876-12-28T17:00:00,37.85,-74.1,48.9,55
ARGONAUT,1876-12-28T21:00:00,37.85,-74.04,46,51.1
ARGONAUT,1876-12-29T01:00:00,37.84,-73.97,48,51.1
MARTHA,1876-12-29T02:00:00,17.42,-88,83.3,
ARGONAUT,1876-12-29T05:00:00,37.84,-73.91,50,55.9
ARGONAUT,1876-12-29T09:00:00,37.84,-73.85,52,57
ARGONAUT,1876-12-29T13:00:00,37.83,-73.78,61,61
MARTHA,1876-12-29T14:00:00,17.42,-88,80.6,
ARGONAUT,1876-12-29T17:00:00,37.83,-73.72,62.1,59
ARGONAUT,1876-12-29T21:00:00,37.77,-73.7,59,59
ARGONAUT,1876-12-30T01:00:00,37.72,-73.67,44.1,52
MARTHA,1876-12-30T02:00:00,17.42,-88,75.2,
ARGONAUT,1876-12-30T05:00:00,37.66,-73.64,44.1,50
ARGONAUT,1876-12-30T09:00:00,37.61,-73.62,37.9,48
ARGONAUT,1876-12-30T13:00:00,37.55,-73.6,39.9,53.1
MARTHA,1876-12-30T14:00:00,17.42,-88,68,
ARGONAUT,1876-12-30T17:00:00,37.5,-73.57,42.1,52
ARGONAUT,1876-12-30T21:00:00,37.6,-73.51,42.1,55
ARGONAUT,1876-12-31T01:00:00,37.69,-73.46,42.1,55
MARTHA,1876-12-31T02:00:00,17.42,-88,69.8,
ARGONAUT,1876-12-31T05:00:00,37.79,-73.4,37.9,55.9
ARGONAUT,1876-12-31T09:00:00,37.89,-73.34,37.9,54
ARGONAUT,1876-12-31T13:00:00,37.98,-73.29,36,54
MARTHA,1876-12-31T14:00:00,17.42,-88,70.7,
ARGONAUT,1876-12-31T17:00:00,38.08,-73.23,35.1,53.1
ARGONAUT,1876-12-31T21:00:00,38.21,-73.17,36,54
ARGONAUT,1877-01-01T01:00:00,38.35,-73.1,36,54
MARTHA,1877-01-01T02:00:00,17.42,-88,80.6,
ARGONAUT,1877-01-01T05:00:00,38.48,-73.04,33.1,50
ARGONAUT,1877-01-01T09:00:00,38.61,-72.98,33.1,50
ARGONAUT,1877-01-01T13:00:00,38.75,-72.91,35.1,50
MARTHA,1877-01-01T14:00:00,17.42,-88,76.1,
ARGONAUT,1877-01-01T17:00:00,38.88,-72.85,36,50
ARGONAUT,1877-01-01T21:00:00,38.87,-72.89,37.9,46.9
ARGONAUT,1877-01-02T01:00:00,38.86,-72.93,42.1,46.9
MARTHA,1877-01-02T02:00:00,17.42,-88,68,
ARGONAUT,1877-01-02T05:00:00,38.85,-72.97,42.1,46.9
ARGONAUT,1877-01-02T09:00:00,38.84,-73,37.9,46.9
ARGONAUT,1877-01-02T13:00:00,38.83,-73.04,34,46.9
MARTHA,1877-01-02T14:00:00,17.42,-88,68,
ARGONAUT,1877-01-02T17:00:00,38.82,-73.08,32,46.9
ARGONAUT,1877-01-02T21:00:00,38.72,-73.08,34,50
ARGONAUT,1877-01-03T01:00:00,38.62,-73.09,35.1,50
MARTHA,1877-01-03T02:00:00,17.42,-88,68,
ARGONAUT,1877-01-03T05:00:00,38.52,-73.09,34,50
ARGONAUT,1877-01-03T09:00:00,38.43,-73.09,33.1,50
8097,1877-01-03T12:00:00,22.23,-59.08,73,78.6
ARGONAUT,1877-01-03T13:00:00,38.33,-73.1,32,55.9
MARTHA,1877-01-03T14:00:00,17.42,-88,68.9,
8097,1877-01-03T15:00:00,22.3,-59.3,74.8,78.1
8097,1877-01-03T16:00:00,22.32,-59.37,73.4,78.1
ARGONAUT,1877-01-03T17:00:00,38.23,-73.1,34,50
8097,1877-01-03T20:00:00,22.42,-59.65,69.8,78.6
62032917,1877-01-03T20:00:00,22.5,-59.5,83.7,79.2
ARGONAUT,1877-01-03T21:00:00,38.28,-73.1,33.1,55
8097,1877-01-04T00:00:00,22.5,-59.92,66.9,78.1
62032917,1877-01-04T00:00:00,22.5,-59.5,79.2,78.6
ARGONAUT,1877-01-04T01:00:00,38.33,-73.1,32,54
MARTHA,1877-01-04T02:00:00,17.42,-88,69.8,
8097,1877-01-04T04:00:00,22.58,-60.05,66.2,78.1
62032917,1877-01-04T04:00:00,22.5,-59.5,75.6,78.1
ARGONAUT,1877-01-04T05:00:00,38.38,-73.1,32,54
8097,1877-01-04T08:00:00,22.67,-60.17,66.2,78.1
62032917,1877-01-04T08:00:00,22.5,-60.5,74.7,78.1
8097,1877-01-04T09:00:00,22.72,-60.25,68,78.1
ARGONAUT,1877-01-04T09:00:00,38.43,-73.1,30.9,54
8097,1877-01-04T12:00:00,22.85,-60.48,70.7,78.1
62032917,1877-01-04T12:00:00,22.5,-60.5,74.7,78.1
ARGONAUT,1877-01-04T13:00:00,38.48,-73.1,28.9,53.1
MARTHA,1877-01-04T14:00:00,17.42,-88,69.8,
8097,1877-01-04T15:00:00,22.92,-60.62,73.4,78.1
8097,1877-01-04T16:00:00,22.93,-60.67,74.5,78.1
62032918,1877-01-04T16:00:00,22.5,-60.5,80.4,78.1
ARGONAUT,1877-01-04T17:00:00,38.53,-73.1,30,52
8097,1877-01-04T20:00:00,23.02,-60.85,68,78.1
62032918,1877-01-04T20:00:00,22.5,-60.5,,78.1
ARGONAUT,1877-01-04T21:00:00,38.46,-73.1,30.9,53.1
8097,1877-01-05T00:00:00,23.1,-61.03,66.2,78.1
62032918,1877-01-05T00:00:00,23.5,-60.5,77,78.1
ARGONAUT,1877-01-05T01:00:00,38.39,-73.11,32,53.1
MARTHA,1877-01-05T02:00:00,17.42,-88,68,
8097,1877-01-05T04:00:00,23.18,-61.22,66.2,78.1
62032918,1877-01-05T04:00:00,23.5,-61.5,74.7,78.1
ARGONAUT,1877-01-05T05:00:00,38.31,-73.11,33.1,55
8097,1877-01-05T08:00:00,23.25,-61.4,69.8,78.1
62032918,1877-01-05T08:00:00,23.5,-61.5,74.7,78.1
8097,1877-01-05T09:00:00,23.25,-61.45,71.8,78.1
ARGONAUT,1877-01-05T09:00:00,38.24,-73.11,34,55
8097,1877-01-05T12:00:00,23.33,-61.58,74.5,79.2
62032918,1877-01-05T12:00:00,23.5,-61.5,79.2,78.1
ARGONAUT,1877-01-05T13:00:00,38.17,-73.12,35.1,50
MARTHA,1877-01-05T14:00:00,17.42,-88,70.2,
8097,1877-01-05T15:00:00,23.5,-61.82,74.7,79.2
8097,1877-01-05T16:00:00,23.55,-61.9,71.6,79.2
62032918,1877-01-05T16:00:00,23.5,-61.5,,79.2
ARGONAUT,1877-01-05T17:00:00,38.1,-73.12,35.1,50
8097,1877-01-05T20:00:00,23.77,-62.2,68,78.1
62032918,1877-01-05T20:00:00,23.5,-61.5,81.5,79.2
ARGONAUT,1877-01-05T21:00:00,38.22,-73.25,37.9,54
8097,1877-01-06T00:00:00,24,-62.5,66.2,78.1
62032918,1877-01-06T00:00:00,23.5,-62.5,77,78.1
ARGONAUT,1877-01-06T01:00:00,38.34,-73.37,39,50
MARTHA,1877-01-06T02:00:00,17.42,-88,69.8,
8097,1877-01-06T04:00:00,24.2,-63.03,65.8,78.1
62032918,1877-01-06T04:00:00,24.5,-62.5,74.7,78.1
ARGONAUT,1877-01-06T05:00:00,38.47,-73.5,39.9,48
8097,1877-01-06T08:00:00,24.42,-63.58,66.2,78.1
62032918,1877-01-06T08:00:00,24.5,-63.5,74.3,78.1
8097,1877-01-06T09:00:00,24.48,-63.72,68,78.1
ARGONAUT,1877-01-06T09:00:00,38.59,-73.63,44.1,48
8097,1877-01-06T12:00:00,24.7,-64.1,69.8,78.6
62032918,1877-01-06T12:00:00,24.5,-63.5,74.7,78.1
ARGONAUT,1877-01-06T13:00:00,38.71,-73.75,45,48.9
MARTHA,1877-01-06T14:00:00,17.42,-88,73.4,
8097,1877-01-06T15:00:00,24.75,-64.42,69.1,78.1
8097,1877-01-06T16:00:00,24.77,-64.52,68,78.1
62032918,1877-01-06T16:00:00,24.5,-64.5,79.2,78.6
ARGONAUT,1877-01-06T17:00:00,38.83,-73.88,46.9,46
8097,1877-01-06T20:00:00,24.83,-64.93,66.2,78.1
62032918,1877-01-06T20:00:00,24.5,-64.5,77,78.1
ARGONAUT,1877-01-06T21:00:00,39.58,-74.62,70,
8097,1877-01-07T00:00:00,25.92,-65.33,64.4,78.1
ARGONAUT,1877-01-07T00:00:00,40.15,-75.17,39.9,
62032918,1877-01-07T00:00:00,24.5,-64.5,74.7,78.1
MARTHA,1877-01-07T02:00:00,17.42,-88,68,
8097,1877-01-07T04:00:00,26.28,-65.75,63.7,78.1
62032918,1877-01-07T04:00:00,25.5,-65.5,72.5,78.1
8097,1877-01-07T08:00:00,26.67,-66.17,65.7,78.1
62032918,1877-01-07T08:00:00,26.5,-65.5,71.6,78.1
8097,1877-01-07T09:00:00,26.78,-66.32,67.1,78.1
8097,1877-01-07T12:00:00,27.15,-66.77,68,78.1
62032918,1877-01-07T12:00:00,26.5,-66.5,74.1,78.1
ARGONAUT,1877-01-07T13:00:00,40.15,-75.17,41,
MARTHA,1877-01-07T14:00:00,17.42,-88,68,
8097,1877-01-07T15:00:00,27.47,-67.1,67.5,77
8097,1877-01-07T16:00:00,27.57,-67.22,67.3,76.3
62032918,1877-01-07T16:00:00,27.5,-66.5,77,78.1
8097,1877-01-07T20:00:00,28,-67.67,64.4,75.9
62032918,1877-01-07T20:00:00,27.5,-67.5,76.1,76.3
8097,1877-01-08T00:00:00,28.17,-67.87,63.9,75.9
62032918,1877-01-08T00:00:00,28.5,-67.5,72.5,75.9
ARGONAUT,1877-01-08T01:00:00,40.15,-75.17,44.1,
MARTHA,1877-01-08T02:00:00,17.42,-88,69.8,
8097,1877-01-08T04:00:00,28.33,-68.07,64.4,75.2
62032918,1877-01-08T04:00:00,28.5,-67.5,71.8,75.9
8097,1877-01-08T08:00:00,28.5,-68.25,64,75.2
8097,1877-01-08T09:00:00,28.55,-68.28,64.4,74.7
62032918,1877-01-08T09:00:00,28.5,-68.5,72.5,75.2
8097,1877-01-08T12:00:00,28.68,-68.37,66.2,74.1
ARGONAUT,1877-01-08T13:00:00,40.15,-75.17,39.9,
62032918,1877-01-08T13:00:00,28.5,-68.5,72,75.2
MARTHA,1877-01-08T14:00:00,17.42,-88,71.6,
8097,1877-01-08T15:00:00,28.98,-68.73,66.6,73.6
8097,1877-01-08T16:00:00,29.08,-68.87,65.8,73.6
62032918,1877-01-08T17:00:00,28.5,-68.5,74.7,74.1
8097,1877-01-08T20:00:00,29.48,-69.38,63.5,72.9
62032918,1877-01-08T21:00:00,29.5,-68.5,74.3,73.6
8097,1877-01-09T00:00:00,29.9,-69.92,62.1,72.5
ARGONAUT,1877-01-09T01:00:00,40.15,-75.17,39.9,
62032918,1877-01-09T01:00:00,29.5,-69.5,71.4,72.9
MARTHA,1877-01-09T02:00:00,17.42,-88,69.8,
8097,1877-01-09T04:00:00,30.32,-70.33,62.1,71.8
62032918,1877-01-09T05:00:00,29.5,-69.5,69.6,72.5
8097,1877-01-09T08:00:00,30.75,-70.77,61.7,71.8
8097,1877-01-09T09:00:00,30.87,-70.92,60.8,71.4
62032918,1877-01-09T09:00:00,30.5,-70.5,69.6,71.8
8097,1877-01-09T12:00:00,31.23,-71.35,61.7,71.4
ARGONAUT,1877-01-09T13:00:00,40.15,-75.17,25,
62032918,1877-01-09T13:00:00,30.5,-70.5,69.1,71.8
MARTHA,1877-01-09T14:00:00,17.42,-88,71.6,
8097,1877-01-09T15:00:00,31.47,-71.63,60.8,69.1
8097,1877-01-09T16:00:00,31.55,-71.73,61.2,69.1
62032918,1877-01-09T17:00:00,31.5,-71.5,69.1,71.4
8097,1877-01-09T20:00:00,31.87,-72.12,60.8,68.4
62032918,1877-01-09T21:00:00,31.5,-71.5,68.4,69.1
8097,1877-01-10T00:00:00,32.2,-72.5,60.8,68.4
ARGONAUT,1877-01-10T01:00:00,40.15,-75.17,28,
62032918,1877-01-10T01:00:00,31.5,-72.5,68,68.4
MARTHA,1877-01-10T02:00:00,17.42,-88,71.6,
8097,1877-01-10T04:00:00,32.63,-72.75,60.4,68
62032918,1877-01-10T05:00:00,32.5,-72.5,68,68.4
8097,1877-01-10T08:00:00,33.08,-73,59.7,68
8097,1877-01-10T09:00:00,33.22,-73.13,59.4,68
62032918,1877-01-10T09:00:00,32.5,-72.5,67.5,68
8097,1877-01-10T12:00:00,33.6,-73.52,60.1,69.6
ARGONAUT,1877-01-10T13:00:00,40.15,-75.17,30,
62032918,1877-01-10T13:00:00,33.5,-73.5,66.6,68
MARTHA,1877-01-10T14:00:00,17.42,-88,77,
8097,1877-01-10T15:00:00,33.85,-73.63,57.2,70.7
8097,1877-01-10T16:00:00,33.93,-73.67,56.1,70.2
62032918,1877-01-10T17:00:00,33.5,-73.5,67.1,69.6
8097,1877-01-10T20:00:00,34.27,-73.82,51.1,68
62032918,1877-01-10T21:00:00,33.5,-73.5,62.1,70.2
8097,1877-01-11T00:00:00,34.6,-74,49.3,68
ARGONAUT,1877-01-11T01:00:00,40.15,-75.17,34,
62032918,1877-01-11T01:00:00,34.5,-73.5,55.8,68
MARTHA,1877-01-11T02:00:00,17.42,-88,82.4,
8097,1877-01-11T04:00:00,34.63,-73.97,46.4,67.3
62032918,1877-01-11T05:00:00,34.5,-74.5,53.6,68
8097,1877-01-11T08:00:00,34.65,-73.93,48.7,68.4
8097,1877-01-11T09:00:00,34.7,-73.97,49.1,69.1
62032918,1877-01-11T09:00:00,34.5,-73.5,50,67.3
8097,1877-01-11T12:00:00,34.85,-74.07,51.1,69.6
ARGONAUT,1877-01-11T13:00:00,40.15,-75.17,30,
62032918,1877-01-11T13:00:00,34.5,-73.5,52.9,68.4
MARTHA,1877-01-11T14:00:00,17.42,-88,75.2,
8097,1877-01-11T15:00:00,35.25,-74.17,50,69.1
8097,1877-01-11T16:00:00,35.38,-74.2,57.6,69.1
62032918,1877-01-11T17:00:00,34.5,-73.5,55.8,69.6
8097,1877-01-11T20:00:00,35.92,-74.33,51.4,55.6
62032918,1877-01-11T21:00:00,35.5,-74.5,63.9,69.1
8097,1877-01-12T00:00:00,36.43,-74.68,48.2,53.8
ARGONAUT,1877-01-12T01:00:00,40.15,-75.17,43,
62032918,1877-01-12T01:00:00,35.5,-74.5,56.3,55.6
MARTHA,1877-01-12T02:00:00,17.42,-88,82.4,
8097,1877-01-12T04:00:00,36.67,-75.03,46.4,52.7
62032918,1877-01-12T05:00:00,36.5,-74.5,52.2,53.8
8097,1877-01-12T06:00:00,36.78,-75.2,42.8,44.4
8097,1877-01-12T08:00:00,36.88,-75.38,41.7,43.2
8097,1877-01-12T09:00:00,36.9,-75.52,42.8,42.6
62032918,1877-01-12T09:00:00,36.5,-75.5,50,52.7
8097,1877-01-12T12:00:00,36.97,-75.93,49.6,39.2
62032918,1877-01-12T13:00:00,36.5,-75.5,44.1,43.2
MARTHA,1877-01-12T14:00:00,17.42,-88,82.4,
8097,1877-01-12T15:00:00,37.03,-76.17,42.8,36.5
8097,1877-01-12T16:00:00,37.13,-76.33,42.4,36.5
62032918,1877-01-12T17:00:00,36.5,-75.5,54,39.2
8097,1877-01-12T20:00:00,37.13,-76.33,40.1,35.4
8097,1877-01-13T00:00:00,37.13,-76.33,42.8,35.4
ARGONAUT,1877-01-13T01:00:00,40.15,-75.17,39.9,
MARTHA,1877-01-13T02:00:00,17.42,-88,73.4,
8097,1877-01-13T04:00:00,37.13,-76.33,41,35.4
8097,1877-01-13T08:00:00,37.13,-76.33,41.4,35.8
8097,1877-01-13T09:00:00,37.1,-76.35,42.8,35.8
MARTHA,1877-01-13T10:00:00,17.42,-88,78.8,
8097,1877-01-13T12:00:00,36.85,-76.32,43.2,35.8
ARGONAUT,1877-01-13T13:00:00,40.15,-75.17,39.9,
62032918,1877-01-13T14:00:00,37.5,-76.5,45.5,35.8
ARGONAUT,1877-01-14T01:00:00,40.15,-75.17,36,
MARTHA,1877-01-14T02:00:00,17.42,-88,71.6,
ARGONAUT,1877-01-14T13:00:00,40.15,-75.17,36,
MARTHA,1877-01-14T14:00:00,17.42,-88,73.4,
ARGONAUT,1877-01-15T01:00:00,40.15,-75.17,37.9,
MARTHA,1877-01-15T02:00:00,17.42,-88,71.6,
ARGONAUT,1877-01-15T13:00:00,40.15,-75.17,39.9,
MARTHA,1877-01-15T14:00:00,17.42,-88,78.8,
ARGONAUT,1877-01-16T01:00:00,40.15,-75.17,39.9,
MARTHA,1877-01-16T02:00:00,17.42,-88,71.6,
ARGONAUT,1877-01-16T13:00:00,40.15,-75.17,42.1,
MARTHA,1877-01-16T14:00:00,17.42,-88,78.8,
ARGONAUT,1877-01-17T01:00:00,40.15,-75.17,45,
MARTHA,1877-01-17T02:00:00,17.42,-88,73.4,
ARGONAUT,1877-01-17T13:00:00,40.15,-75.17,37.9,
MARTHA,1877-01-17T14:00:00,17.42,-88,82.4,
ARGONAUT,1877-01-18T01:00:00,40.15,-75.17,37,
MARTHA,1877-01-18T02:00:00,17.42,-88,73.4,
ARGONAUT,1877-01-18T13:00:00,40.15,-75.17,36,
MARTHA,1877-01-18T14:00:00,17.42,-88,80.6,
ARGONAUT,1877-01-19T01:00:00,40.15,-75.17,41,
MARTHA,1877-01-19T02:00:00,17.42,-88,73.4,
ARGONAUT,1877-01-19T13:00:00,40.15,-75.17,41,
MARTHA,1877-01-19T14:00:00,17.42,-88,75.2,
ARGONAUT,1877-01-20T01:00:00,40.15,-75.17,44.1,
MARTHA,1877-01-20T02:00:00,17.42,-88,71.6,
ARGONAUT,1877-01-20T13:00:00,40.15,-75.17,46,
MARTHA,1877-01-20T14:00:00,17.42,-88,77.9,
ARGONAUT,1877-01-21T01:00:00,40.15,-75.17,50,
MARTHA,1877-01-21T02:00:00,17.42,-88,71.6,
ARGONAUT,1877-01-21T13:00:00,40.15,-75.17,36,
MARTHA,1877-01-21T14:00:00,17.42,-88,80.6,
ARGONAUT,1877-01-22T01:00:00,40.15,-75.17,37,
MARTHA,1877-01-22T02:00:00,17.42,-88,71.6,
ARGONAUT,1877-01-22T13:00:00,40.15,-75.17,34,
MARTHA,1877-01-22T14:00:00,17.42,-88,80.6,
ARGONAUT,1877-01-23T01:00:00,40.15,-75.17,36,
MARTHA,1877-01-23T02:00:00,17.42,-88,73.4,
ARGONAUT,1877-01-23T13:00:00,40.15,-75.17,35.1,
MARTHA,1877-01-23T14:00:00,17.42,-88,73.4,
ARGONAUT,1877-01-24T01:00:00,40.15,-75.17,28.9,
MARTHA,1877-01-24T02:00:00,17.42,-88,73.4,
ARGONAUT,1877-01-24T13:00:00,40.15,-75.17,30,
MARTHA,1877-01-24T14:00:00,17.42,-88,75.2,
ARGONAUT,1877-01-25T01:00:00,40.15,-75.17,28,
MARTHA,1877-01-25T02:00:00,17.42,-88,73.4,
ARGONAUT,1877-01-25T13:00:00,40.15,-75.17,23,
MARTHA,1877-01-25T14:00:00,17.42,-88,77,
ARGONAUT,1877-01-26T01:00:00,40.15,-75.17,26.1,
MARTHA,1877-01-26T02:00:00,17.42,-88,73.4,
ARGONAUT,1877-01-26T13:00:00,40.15,-75.17,21.9,
MARTHA,1877-01-26T14:00:00,17.42,-88,76.1,
ARGONAUT,1877-01-27T01:00:00,40.15,-75.17,35.1,
MARTHA,1877-01-27T02:00:00,17.42,-88,73.4,
ARGONAUT,1877-01-27T13:00:00,40.15,-75.17,34,
MARTHA,1877-01-27T14:00:00,17.42,-88,77,
ARGONAUT,1877-01-28T01:00:00,40.15,-75.17,42.1,
MARTHA,1877-01-28T02:00:00,17.42,-88,73.4,
ARGONAUT,1877-01-28T13:00:00,40.15,-75.17,37.9,
MARTHA,1877-01-28T14:00:00,17.42,-88,76.1,
ARGONAUT,1877-01-29T01:00:00,40.15,-75.17,37,
MARTHA,1877-01-29T02:00:00,17.42,-88,73.4,
ARGONAUT,1877-01-29T13:00:00,40.15,-75.17,33.1,
MARTHA,1877-01-29T14:00:00,17.42,-88,75.2,
ARGONAUT,1877-01-30T01:00:00,40.15,-75.17,41,
MARTHA,1877-01-30T02:00:00,17.42,-88,73.4,
ARGONAUT,1877-01-30T13:00:00,40.15,-75.17,36,
MARTHA,1877-01-30T14:00:00,17.42,-88,71.6,
ARGONAUT,1877-01-31T01:00:00,40.15,-75.17,44.1,
MARTHA,1877-01-31T02:00:00,17.42,-88,71.6,
ARGONAUT,1877-01-31T13:00:00,40.15,-75.17,46,
MARTHA,1877-01-31T14:00:00,17.42,-88,71.6,
ARGONAUT,1877-02-01T01:00:00,40.15,-75.17,48,
MARTHA,1877-02-01T02:00:00,17.42,-88,71.6,
ARGONAUT,1877-02-01T13:00:00,40.15,-75.17,44.1,
MARTHA,1877-02-01T14:00:00,17.42,-88,71.6,
ARGONAUT,1877-02-02T01:00:00,40.15,-75.17,44.1,
MARTHA,1877-02-02T02:00:00,17.42,-88,75.2,
ARGONAUT,1877-02-02T13:00:00,40.15,-75.17,45,
MARTHA,1877-02-02T14:00:00,17.42,-88,71.6,
ARGONAUT,1877-02-03T01:00:00,40.15,-75.17,46.9,
MARTHA,1877-02-03T02:00:00,17.42,-88,73.4,
ARGONAUT,1877-02-03T13:00:00,40.15,-75.17,44.1,
MARTHA,1877-02-03T14:00:00,17.42,-88,73.4,
ARGONAUT,1877-02-04T01:00:00,40.15,-75.17,46,
MARTHA,1877-02-04T02:00:00,17.42,-88,71.6,
ARGONAUT,1877-02-04T13:00:00,40.15,-75.17,45,
MARTHA,1877-02-04T14:00:00,17.42,-88,73.4,
ARGONAUT,1877-02-05T01:00:00,40.15,-75.17,48,
MARTHA,1877-02-05T02:00:00,17.42,-88,73.4,
ARGONAUT,1877-02-05T13:00:00,40.15,-75.17,36,
MARTHA,1877-02-05T14:00:00,17.42,-88,73.4,
ARGONAUT,1877-02-06T01:00:00,40.15,-75.17,42.1,
MARTHA,1877-02-06T02:00:00,17.42,-88,71.6,
ARGONAUT,1877-02-06T13:00:00,40.15,-75.17,37.9,
MARTHA,1877-02-06T14:00:00,17.42,-88,80.6,
MARTHA,1877-02-06T18:00:00,17.42,-88,80.6,
MARTHA,1877-02-06T22:00:00,17.42,-88,77,
ARGONAUT,1877-02-07T01:00:00,40.15,-75.17,39.9,
MARTHA,1877-02-07T02:00:00,17.42,-88,73.4,
MARTHA,1877-02-07T06:00:00,17.42,-88,71.6,
MARTHA,1877-02-07T10:00:00,17.42,-88,71.6,
ARGONAUT,1877-02-07T13:00:00,40.15,-75.17,35.1,
MARTHA,1877-02-07T14:00:00,17.42,-88,73.4,
MARTHA,1877-02-07T18:00:00,17.42,-88,77,
MARTHA,1877-02-07T22:00:00,17.42,-88,78.8,
ARGONAUT,1877-02-08T01:00:00,40.15,-75.17,36,
MARTHA,1877-02-08T02:00:00,17.42,-88,73.4,
ARGONAUT,1877-02-08T13:00:00,40.15,-75.17,39,
MARTHA,1877-02-08T14:00:00,17.42,-88,77,
ARGONAUT,1877-02-09T01:00:00,40.15,-75.17,42.1,
MARTHA,1877-02-09T02:00:00,17.42,-88,84.2,
ARGONAUT,1877-02-09T13:00:00,40.15,-75.17,37,
MARTHA,1877-02-09T14:00:00,17.42,-88,74.3,
ARGONAUT,1877-02-09T21:00:00,40.15,-75.17,,
ARGONAUT,1877-02-10T01:00:00,39.63,-74.77,41,45
MARTHA,1877-02-10T02:00:00,17.42,-88,71.6,
ARGONAUT,1877-02-10T05:00:00,39.11,-74.36,42.1,45
ARGONAUT,1877-02-10T09:00:00,38.59,-73.96,43,48
ARGONAUT,1877-02-10T13:00:00,38.07,-73.55,46,55
MARTHA,1877-02-10T14:00:00,17.42,-88,71.6,
ARGONAUT,1877-02-10T17:00:00,37.55,-73.15,48.9,55
ARGONAUT,1877-02-10T21:00:00,37.42,-72.8,50,60.1
ARGONAUT,1877-02-11T01:00:00,37.29,-72.45,51.1,62.1
MARTHA,1877-02-11T02:00:00,17.42,-88,73.4,
ARGONAUT,1877-02-11T05:00:00,37.16,-72.1,55,70
ARGONAUT,1877-02-11T09:00:00,37.03,-71.75,57.9,75
ARGONAUT,1877-02-11T13:00:00,36.9,-71.4,57.9,73
MARTHA,1877-02-11T14:00:00,17.42,-88,73.4,
ARGONAUT,1877-02-11T17:00:00,36.77,-71.05,55.9,72
ARGONAUT,1877-02-11T21:00:00,36.72,-70.89,57.9,68
ARGONAUT,1877-02-12T01:00:00,36.67,-70.73,55.9,68
MARTHA,1877-02-12T02:00:00,17.42,-88,73.4,
ARGONAUT,1877-02-12T05:00:00,36.62,-70.57,57.9,69.1
ARGONAUT,1877-02-12T09:00:00,36.57,-70.4,55.9,68
ARGONAUT,1877-02-12T13:00:00,36.52,-70.24,57.9,68
MARTHA,1877-02-12T14:00:00,17.42,-88,75.2,
ARGONAUT,1877-02-12T17:00:00,36.47,-70.08,63,69.1
ARGONAUT,1877-02-12T21:00:00,36.46,-69.54,62.1,68
ARGONAUT,1877-02-13T01:00:00,36.45,-68.99,64.9,70
MARTHA,1877-02-13T02:00:00,17.42,-88,73.4,
